juego,equipo,nombre,posicion,elemento,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,tecnicas
IE1,Raimon,Mark Evans,PR,tierra,191,184,72,72,70,77,68,69,79,God Hand | Grenade Shot | Majin The Hand | Triple Defence
IE2,The Chaos,Droll,MC,aire,217,106,76,68,73,68,79,76,71,Never Give Up | Water Veil | - | -
IE2,The Chaos,Heat,MC,bosque,211,102,72,79,68,60,79,79,72,Speed Force | Gaia Break | Meteor Shower | -
IE2,The Chaos,Bomber,MC,fuego,217,120,74,79,72,61,79,74,69,Big Moves! | Ignite Steal | - | -
IE2,The Chaos,Rhine,MC,aire,217,126,70,76,74,61,77,73,70,Charm Up! | Northern Impact | Water Veil | -
IE2,The Chaos,Neppten,DL,bosque,193,106,68,76,76,68,79,75,79,No Element | Atomic Flare | Flame Veil | Ignite Steal
IE2,The Chaos,Torch,DL,fuego,213,130,76,79,73,72,79,76,77,Critical! | Fire Blizzard | Flame Veil | -
IE2,The Chaos,Gazelle,DL,aire,204,150,78,78,79,79,79,72,76,Critical! | Fire Blizzard | Water Veil | -
IE2,Young Inazuma,Seymour Hillman,PR,tierra,213,173,61,60,69,65,60,74,77,Defence Force | God Hand | Blazing Knuckle | God Hand Triple
IE2,Young Inazuma,Garret Hairtown,DF,aire,215,152,68,75,64,68,66,70,68,Spinning Cut | Fire Rooster | Cyclone | Circus Block
IE2,Young Inazuma,Arthur Sweet,DF,tierra,213,185,65,79,76,73,60,68,67,Trickery! | Dragon Crash | The Wall | Wyvern Crash
IE2,Young Inazuma,Charles Island,DF,bosque,204,197,62,64,68,67,75,71,66,Cool Up! | Cyclone | Double Cyclone | Dual Storm
IE2,Young Inazuma,Josh Nathaniel,MC,bosque,187,180,68,78,75,68,79,76,78,Zigzag Spark | Breakthrough | Spider Web | Big Fan
IE2,Young Inazuma,Ian Suffolk,MC,fuego,217,177,64,70,69,60,61,73,76,Fire Rooster | Heat Tackle | Utter Gutsiness Bat | Zigzag Spark
IE2,Young Inazuma,Tyler Thomas (Tailor),MC,tierra,211,189,70,63,70,62,62,70,73,Magic | Attack Scan | Fake Bomber | Acrobat Bomber
IE2,Young Inazuma,Peter Mildred (Butler),MC,bosque,195,193,68,64,63,63,61,68,78,Blade Attack | Afterimage | Perimeter Zone | Dual Storm
IE2,Young Inazuma,Edward Gladstone,MC,fuego,215,192,68,61,67,62,68,69,70,Dragon Cannon | Double Touch | Fake Bomber | Divine Stamp
IE2,Young Inazuma,Constant Builder,DL,fuego,189,188,63,61,63,62,60,78,72,Critical! | Inazuma-1 | Heat Tackle | Land Dragon
IE2,Young Inazuma,Joseph Yosemite (Barista),DL,aire,209,173,69,64,62,65,60,68,69,Inazuma Drop | Inazuma Break | Moonsault | Revolution V
IE2,Password Players,Ken Mayfield,DF,bosque,156,197,79,62,53,79,63,63,56,Doppelganger | Spinning Cut | Mole Fake | Shooting Star
IE2,Password Players,Rob Cardson,DF,fuego,187,165,77,68,69,79,62,78,60,Critical! | Supreme Spin | Volcano Cut | No Escape
IE2,Password Players,Colin Binder,MC,fuego,167,132,58,61,79,52,55,59,79,Flurry Dash | Blade Attack | Flame Dance | Deceptor Dribble
IE2,Password Players,Casey Leather,MC,aire,140,145,56,62,79,76,52,79,60,Grenade Shot | Hawk Shot | Whirlwind Cut | Clone Faker
IE2,Password Players,Ethan Swallow,MC,aire,151,156,57,53,60,60,79,74,71,Rodeo Clown | Fake Bomber | Run Ball Run | Dash Storm
IE2,Password Players,Bob Daruma,MC,tierra,213,129,52,52,50,52,68,79,79,Recovery | Rodeo Clown | Run Ball Run | Armadillo Circus
IE2,Password Players,Mitch Blackston,DL,fuego,162,153,77,69,61,56,64,57,78,Trickery! | Dark Tornado | Poison Fog | Death Zone
IE2,Password Players,Larry Pogue,DL,bosque,217,149,79,67,58,68,52,56,57,Rodeo Clown | Gyro Head | Baby Dragon | Double Wrath Shot
IE2,Special Players,Silvia Woods (Silvia) (Blizzard only),PR,tierra,143,116,44,72,52,69,51,64,68,Never Give Up | Fireball Knuckle | God Hand | Fist of Justice
IE2,Special Players,Paul Peabody,DF,aire,217,192,65,76,62,69,64,73,74,Rodeo Clown | God Hand | Majin The Hand | Armadillo Circus
IE2,Special Players,Aurelia Dingle (Aurelia),MC,bosque,134,192,42,48,79,63,71,47,42,Charm Up! | Lucky! | Study | Everyone Move It!
IE2,Special Players,Chester Horse jr.,MC,bosque,158,129,55,72,71,58,63,59,59,Bewildered | Monkey Turn | Utter Gutsiness Bat | Clone Faker
IE2,Special Players,Celia Hills (Celia),MC,aire,138,149,48,54,69,45,69,51,70,Lucky! | Attack Scan | Spinning Cut | Death Zone 2
IE2,Special Players,Hidetoshi Nakata,MC,tierra,193,192,72,80,85,72,74,81,82,Offence Force | Gale Dash | Dual Pass | Neo Galaxy
IE2,Special Players,Thor Stoutberg,DL,aire,191,149,71,62,68,75,68,71,68,Big Moves! | Tsunami Boost | Super Sumo Stomp | Stone Wall
IE2,Special Players,Shadow Cimmerrian (Shadow),DL,bosque,193,176,60,74,68,73,63,60,64,Dark Tornado | Shadow Stitch | Breakthrough 2 | Legendary Wolf
IE2,Special Players,Sagaminator (Saggy),DL,bosque,195,165,77,71,60,70,64,70,67,Dash Accelerator | Attack Scan | Patriot Shot | Reflect Buster
IE2,Special Players,Canon Evans (Canon) (Firestorm only),DL,aire,193,180,60,79,64,79,70,72,77,Heel Kick | Heat Tackle | Circus Block | Legendary Wolf
IE2,Special Players,Syon Blaze (Syon) (Blizzard only),DL,fuego,209,185,70,60,76,67,72,64,68,Fire Tornado | Inazuma Drop | Gale Dash | Fireball Storm
IE2,Special Players,Nelly Raimon (Nelly) (Firestorm only),DL,fuego,140,197,79,51,45,52,44,49,62,Charm Up! | Phantom Shot | Bed of Roses | The Earth
IE2,Wi-Fi Players,Ant Anomy,MC,aire,134,158,68,60,65,65,70,63,60,Dragon Crash | Zigzag Spark | Bubble Gum | Cyclone
IE2,Wi-Fi Players,Carey Bean,MC,fuego,160,174,60,49,40,69,68,61,60,Everyone Move It! | Fire Tornado | Divine Stamp | Table-Turner
IE2,Wi-Fi Players,Ray Bowing,DL,aire,195,176,61,69,66,70,60,65,66,Phantom Shot | Dark Tornado | Spinning Cut | Divine Arrows
IE2,Wi-Fi Players,Ace Breaker,DF,tierra,112,170,57,60,67,71,71,68,70,Blade Attack | Bewildered | Flame Dance | Tsunami Boost
IE2,Wi-Fi Players,Hannah Breer,DL,aire,138,112,40,44,50,49,44,46,46,Psycho Shot | Illusion Ball | Rainbow Arc | Utter Gutsiness Bat
IE2,Wi-Fi Players,Gary Burdine,DF,tierra,99,98,71,70,69,72,76,36,73,Trickery! | Defence Scan | Deceptor Dribble | Divine Stamp
IE2,Wi-Fi Players,Nate Checker,MC,aire,129,164,62,62,60,68,76,61,61,Moonsault | Back Tornado | Clone Defence | Inazuma Drop
IE2,Wi-Fi Players,Crystal Clears,DL,bosque,149,130,54,60,62,56,71,59,54,Cross Drive | Shine Drive | Ribbon Shower | Shadow Stitch
IE2,Wi-Fi Players,Wally Cooper,DF,bosque,173,144,70,65,48,60,63,71,52,Trickery! | Poison Fog | Double Grenade | Fake Bomber
IE2,Wi-Fi Players,Lou Daguerre,DF,tierra,136,100,52,56,51,46,44,61,53,About Face | Cyclone | Clone Faker | Invisible Fake
IE2,Wi-Fi Players,Alex Dauger,DF,tierra,165,182,71,76,68,73,64,63,63,Supreme Spin | Earthquake | Dash Storm | Shooting Star
IE2,Wi-Fi Players,Anton Donce,MC,aire,116,118,53,56,42,72,42,58,61,Ghost Pull | Bubble Gum | Clone Faker | Cyclone
IE2,Wi-Fi Players,Drack Gorn (Dragon),DF,aire,217,190,71,37,79,72,74,71,70,Defence Plus | Doppelganger | Dragon Crash | Whirlwind Force
IE2,Wi-Fi Players,Hugh Dunnit,PR,tierra,123,170,76,68,67,78,44,72,65,Pressure Punch | Shot Pocket | Rainbow Arc | Dual Smash
IE2,Wi-Fi Players,Arthur Easley,DF,tierra,165,142,59,56,69,54,58,56,79,Defence Scan | Blade Attack | Perimeter Zone | Dark Whirlwind
IE2,Wi-Fi Players,Peter Fakhoury,MC,aire,77,134,50,52,57,63,79,60,63,Double Touch | About Face | Mole Fake | Clone Faker
IE2,Wi-Fi Players,Andy Fudge,DL,fuego,145,156,68,78,76,65,44,73,63,Recovery | Kung Fu Fighting | Fake Bomber | Twin Boost
IE2,Wi-Fi Players,Tara Gaudier,DF,fuego,132,160,64,73,63,68,60,72,63,Blade Attack | Armadillo Circus | Sleeping Dust | Aurora Dribble
IE2,Wi-Fi Players,Beck Hand,DL,aire,138,152,56,60,70,68,72,72,71,Cool Up! | Kung Fu Header | Kung Fu Fighting | Clone Block
IE2,Wi-Fi Players,Griff Hardcasel,DL,fuego,169,148,61,63,70,62,63,60,66,Heel Kick | Dark Tornado | Acrobat Bomber | Big Fan
IE2,Wi-Fi Players,Kaya Haskell,DL,bosque,88,134,69,61,52,66,39,64,52,Charm Up! | Patriot Shot | Bed Of Roses | Security Shot
IE2,Wi-Fi Players,Iain Igma,DF,aire,154,132,63,60,60,60,52,60,60,Quick Draw | Moonsault | Blade Attack | Cyclone
IE2,Wi-Fi Players,Chad Jowell,PR,tierra,90,148,72,62,63,61,60,60,55,Sumo Stomp | Swan Dive | Wild Claw | Utter Gutsiness Catch
IE2,Wi-Fi Players,Kim Knotted,MC,aire,96,134,45,59,56,62,68,57,60,Ghost Pull | Gyro Head | Cyclone | Invisible Fake
IE2,Wi-Fi Players,Philippa Konik,MC,bosque,83,92,65,65,63,66,68,29,66,Double Touch | Illusion Ball | Ribbon Shower | Prima Donna
IE2,Wi-Fi Players,Flo Nighting,DF,aire,96,198,47,54,48,56,45,47,51,Rodeo Clown | Doppelganger | Run Ball Run | Land of Ice
IE2,Wi-Fi Players,Ryan O'Laugh,DF,aire,162,144,54,57,56,55,58,58,60,Defence Scan | Illusion Ball | Shadow Stitch | Clone Defence
IE2,Wi-Fi Players,Phil Pagoda,PR,tierra,149,172,68,63,64,71,45,68,61,Fireball Knuckle | Fireball Head | Kung Fu Fighting | Counter Strike
IE2,Wi-Fi Players,Mia Pitchford,DF,aire,88,140,62,68,47,67,55,60,54,Doppelganger | Cyclone | Bewildered | Bed Of Roses
IE2,Wi-Fi Players,Isla Pullens,PR,tierra,110,166,79,65,60,79,49,68,68,Warp Space | Claw Slash | Table-Turner | Mugen The Hand
IE2,Wi-Fi Players,Beata Pummel,DL,fuego,195,84,29,64,62,61,68,71,70,Heel Kick | Fire Tornado | Whirlwind Cut | Twin Boost
IE2,Wi-Fi Players,Marvin Reading,PR,fuego,143,152,70,52,53,36,55,56,79,Mistral | Whirlwind | Moonsault | Aurora Curtain
IE2,Wi-Fi Players,Elsa Roamer,DL,tierra,132,194,28,48,52,37,40,40,48,Snake Shot | Comet Shot | Whirlwind Twister | Gyro Head
IE2,Wi-Fi Players,Neil Seating,MC,aire,123,192,59,52,76,40,48,61,52,Monkey Turn | Heat Tackle | Wrath Shot | Cyclone
IE2,Wi-Fi Players,Luke Severin,MC,fuego,162,144,56,62,56,52,57,62,63,Everyone Move It! | Double Touch | Dragon Cannon | Gale Dash
IE2,Wi-Fi Players,Claude Snap,DL,aire,195,154,66,62,61,64,67,68,68,Double Touch | Illusion Ball | Patriot Shot | Assault Shot
IE2,Wi-Fi Players,Rayce Sprinton,MC,aire,165,198,48,56,64,49,63,60,56,Dash Accelerator | Run Ball Run | Bewildered | Gale Dash
IE2,Wi-Fi Players,Paul Steed,DF,tierra,95,172,71,76,72,64,48,68,68,Supreme Spin | Sliding Goal | Mole Shuffle | Mega Quake
IE2,Wi-Fi Players,Minnie Stratio,PR,tierra,145,156,40,55,65,50,52,57,56,Wood Chopper | Fake Ball | Invisible Fake | Aurora Curtain
IE2,Wi-Fi Players,Lucille Strummon,DF,aire,79,142,66,60,63,64,28,64,55,Quick Draw | Spinning Cut | Shadow Stitch | Prima Donna
IE2,Wi-Fi Players,Adel Tactor,DF,aire,107,130,66,60,63,64,32,64,75,About Face | Fake Ball | Ribbon Shower | Flower Power
IE2,Wi-Fi Players,Benny Terra,MC,bosque,77,118,35,32,29,44,56,40,72,Quick Draw | Rodeo Clown | Heel Kick | Gyro Head
IE2,Wi-Fi Players,Clara Tompkins,DF,aire,136,102,68,36,41,32,40,61,58,Ribbon Shower | Defence Scan | Prima Donna | Shadow Stitch
IE2,Wi-Fi Players,Walter Trope,DF,bosque,134,164,69,70,60,77,68,76,60,Spider Web | Shadow Stitch | Deceptor Dribble | Heaven's Time
IE2,Wi-Fi Players,Ramona Wriston,MC,tierra,103,130,60,71,65,60,39,49,62,Condor Dive | Gyro Head | Bubble Gum | Zigzag Spark
IE2,Connect Players,Alex Copple,PR,tierra,125,152,72,71,68,69,68,64,67,Lucky! | Wild Claw | Blazing Knuckle | Beast Fang
IE2,Connect Players,Gem Shorn,PR,tierra,123,84,73,72,76,79,56,72,71,Slack Off | Black Hole | Photon Crash | Temporal Wall
IE2,Connect Players,Lewis Brownie,DF,aire,77,102,61,69,63,79,64,72,64,Defence Plus | Economy! | Speed Plus | Lucky!
IE2,Connect Players,Elata Mighty,DF,fuego,162,80,63,76,64,79,68,69,66,Lucky! | Photon Crash | Heavy Mettle | Sigma Zone
IE2,Connect Players,Olivia Baker,MC,bosque,169,156,59,60,78,59,60,67,66,Offence Force | Dark Tornado | Divine Stamp | Armadillo Circus
IE2,Connect Players,Connor Seuer,MC,fuego,187,157,62,61,70,66,60,60,60,Critical! | Aurora Dribble | Divine Stamp | Breakthrough 2
IE2,Connect Players,Prunella Keep,DL,fuego,162,129,57,52,55,59,53,61,58,Study | Gyro Head | Kung Fu Fighting | Shooting Star
IE2,Connect Players,Taryn Shyder,DL,aire,162,132,63,68,68,71,71,63,66,Shot Force | Freeze Shot | Bed Of Roses | Breakthrough 2
IE3,Inazuma Japan,Mark Evans,PR,tierra,125,135,53,53,49,80,52,69,79,Fist of Justice | Hammer of Fury | Dimensional Hand | God Catch
IE3,Inazuma Japan,Darren LaChance,PR,bosque,113,142,59,54,66,72,56,60,64,God Hand | Majin the Hand | Mugen the Hand | Fiend Hand
IE3,Inazuma Japan,Jack Wallside,DF,tierra,113,116,40,53,62,66,49,65,54,The Wall | Mole Fake | Stone Wall | The Mountain
IE3,Inazuma Japan,Scott Banyan,DF,bosque,126,114,44,58,57,63,65,72,50,Whirlwind Force | About Face | Gale Dash | Harvest
IE3,Inazuma Japan,Archer Hawkins,DF,aire,125,124,78,54,52,58,52,48,74,Never Give Up | Vac Attack | Breakthrough | Hawk Shot
IE3,Inazuma Japan,Tod Ironside,DF,fuego,118,114,54,55,53,56,59,56,65,Deceptor Dribble | Comet Shot | Defence Plus | Circus Block
IE3,Inazuma Japan,Nathan Swift,DF,aire,124,122,64,58,68,57,76,58,40,Flurry Dash | Wind God's Dance | Whirlwind Drop | The Hurricane
IE3,Inazuma Japan,Hurley Kane,DF,aire,132,117,75,70,51,61,51,71,65,Everyone Move It! | Tsunami Boost | The Typhoon | Whale Guard
IE3,Inazuma Japan,Thor Stoutberg,MC,aire,124,137,56,80,53,62,50,71,68,Big Moves! | Super Sumo Stomp | Stone Wall | Thunder Beast
IE3,Inazuma Japan,Jordan Greenway,MC,bosque,125,124,63,59,79,56,71,55,62,Astro Break | Warp Drive | Lightning Sprint | Astro Gate
IE3,Inazuma Japan,Caleb Stonewall,MC,fuego,126,130,59,78,66,58,65,53,64,Killer Slide | Breakthrough 2 | Field of Force | Emperor Penguin No.3
IE3,Inazuma Japan,Jude Sharp,MC,aire,123,126,63,59,79,52,68,56,68,Illusion Ball | Twin Boost | Emperor Penguin No.3 | Field of Force
IE3,Inazuma Japan,David Samford,DL,bosque,124,126,70,60,61,53,58,70,67,Offence Force | Gale Dash | Emperor Penguin No.2 | Space Penguins
IE3,Inazuma Japan,Shawn Froste,DL,aire,120,120,61,59,72,59,77,62,57,Eternal Blizzard | Aurora Dribble | Legendary Wolf | Snow Angel
IE3,Inazuma Japan,Xavier Foster,DL,fuego,111,129,71,63,67,58,69,51,60,Meteor Blade | Photon Crash | The Dawn | Celestial Smash
IE3,Inazuma Japan,Kevin Dragonfly,DL,bosque,122,124,79,60,49,53,51,64,70,Dragon Crash | Wyvern Crash | Wyvern Blizzard | Dragon Slayer
IE3,Inazuma Japan,Austin Hobbes,DL,bosque,120,130,72,56,60,55,60,56,57,Double Touch | Tiger Drive | Tiger Storm | Gladius Arch
IE3,Inazuma Japan,Axel Blaze,DL,fuego,133,123,78,66,62,58,63,60,60,Fire Tornado | Fireball Storm | Fireball Screw | Grand Fire
IE3,Big Waves,Jinbei (ジンベイ),PR,aire,126,138,58,69,49,76,57,48,73,Great Barrier Reef | Tsunami Wall | Kangaroo Kick | Keeper Plus
IE3,Big Waves,Seahorse (シーホース),PR,bosque,121,130,53,60,62,64,69,53,53,Great Barrier Reef | Ice Block | Freeze Shot | Shot Pocket
IE3,Big Waves,Barracuda (バラクーダ),DF,aire,119,109,60,62,51,66,55,50,55,Horn Train | Gravestone | Wild Claw | Mad Express
IE3,Big Waves,Beach (ビーチ),DF,fuego,122,115,53,68,57,58,64,51,64,Kangaroo Kick | Shine Drive | Spinning Cut | Volcano Cut
IE3,Big Waves,Water (ウォーター),DF,aire,127,108,60,56,48,60,59,50,71,Gravestone | Land of Ice | Whirlwind Twister | Southern Cross
IE3,Big Waves,Turtle (タートル),DF,bosque,126,107,69,52,52,72,56,54,64,Gravestone | Whale Guard | Great Barrier Reef | Power Charge
IE3,Big Waves,Kraken (クラーケン),DF,bosque,119,118,52,61,62,68,52,48,62,Whale Guard | Kangaroo Kick | Economy! | Barbarian Shield
IE3,Big Waves,Dolphin (ドルフィン),MC,aire,119,126,63,92,71,57,57,49,67,Megalodon | Tsunami Boost | Cool Up! | Mirage Shot
IE3,Big Waves,Shrimp (シュリンプ),MC,fuego,122,94,48,70,63,56,67,53,62,Water Veil | Moonsault | Gravestone | Stone Prison
IE3,Big Waves,Crab (クラブ),MC,tierra,120,109,58,72,49,63,42,53,62,Mole Fake | Gravestone | Kung Fu Fighting | Power Charge
IE3,Big Waves,Surfing (サーフィン),MC,aire,123,110,49,59,69,52,71,49,59,Water Veil | Tsunami Boost | Moonsault | Deceptor Dribble
IE3,Big Waves,Angler (アングラー),MC,fuego,117,105,60,62,60,56,61,50,68,Kangaroo Kick | Never Give Up | Spider Web | Tsunami Boost
IE3,Big Waves,Summer (サマー),MC,fuego,136,118,52,59,61,60,70,52,67,Kangaroo Kick | Gale Dash | Comet Shot | Flame Dance
IE3,Big Waves,Reef (リーフ),DL,bosque,127,117,76,61,61,57,57,55,63,Megalodon | Moonsault | Comet Shot | No Element
IE3,Big Waves,Jaws (ジョーズ),DL,fuego,122,112,83,56,46,40,42,44,70,Megalodon | Water Veil | Ghost Pull | Mega Quake
IE3,Big Waves,Merlin (マーリン),DL,tierra,122,112,70,56,50,48,62,54,59,Spinning Cut | Comet Shot | Kangaroo Kick | Mirage Shot
IE3,Desert Lion,Nasser (ナセル),PR,fuego,136,138,56,55,46,72,49,76,51,Storm Rider | Horn Train | Lucky! | Counter Strike
IE3,Desert Lion,Talal (タラル),PR,tierra,140,130,48,65,50,79,55,73,64,Storm Rider | Tornado Catch | Whirlwind | Power Charge
IE3,Desert Lion,Bjorn (ビヨン),DF,bosque,124,116,51,62,65,72,58,75,61,Mirage Shot | Bewilder Blast | Desert Blast | Defence Force
IE3,Desert Lion,Jamel (ジャメル),DF,tierra,130,109,48,53,57,66,78,70,57,Desert Blast | Double Cyclone | Breakthrough | Cross Drive
IE3,Desert Lion,Fual (ファル),DF,bosque,144,96,54,60,52,56,48,82,62,Bewilder Blast | Bewildered | Deceptor Dribble | Power Charge
IE3,Desert Lion,Musa (ムサ),DF,bosque,138,105,57,64,53,68,49,73,55,Desert Blast | The Wall | Bewildered | Gigant Wall
IE3,Desert Lion,Hassan (ハッサン),DF,fuego,139,103,54,58,56,62,53,80,51,Desert Blast | Doppelganger | Dog Run | Fireball Storm
IE3,Desert Lion,Khalfan (ハルファン),DF,bosque,128,124,47,63,63,61,49,73,69,Desert Blast | Double Cyclone | Breakthrough | No Escape
IE3,Desert Lion,Seid (セイド),MC,aire,133,108,56,62,51,64,51,99,48,Dash Storm | Bewilder Blast | Power Charge | Breakthrough 2
IE3,Desert Lion,Sly (スライ),MC,aire,128,114,58,52,53,56,62,76,52,Whirlwind Twister | Fake Ball | Clone Faker | Clone Defence
IE3,Desert Lion,Messa (メッサー),MC,tierra,130,112,57,54,58,62,48,86,52,Bewilder Blast | Dirt Ball | Breakthrough 2 | Body Shield
IE3,Desert Lion,Yusuf (ユスフ),MC,aire,131,110,62,67,63,57,48,80,60,Dash Storm | Magic | Hawk Shot | Lightning Sprint
IE3,Desert Lion,Rajab (ラジャブ),MC,fuego,123,115,50,56,54,72,56,79,59,Bewilder Blast | Meteor Attack | Patriot Shot | Dual Strike
IE3,Desert Lion,Zach (ザック),DL,fuego,135,107,96,49,50,46,61,75,52,Mirage Shot | Desert Blast | Dynamite Shot | Beast Fang
IE3,Desert Lion,Adele (アデル),DL,tierra,134,107,55,59,55,58,67,72,49,Mirage Shot | Dynamite Shot | Study | Heavy Mettle
IE3,Desert Lion,Majidi (マジティ),DL,bosque,137,119,61,60,62,54,71,80,54,Power Element | Mirage Shot | Wild Claw | Astro Break
IE3,Fire Dragon,Jung-Soo (ジョンス),PR,bosque,125,132,54,56,52,72,48,54,103,Dai Bakuhatsu Harite | Flame Breath | Burn Out | Konshin!
IE3,Fire Dragon,Ji-Nan (チナン),PR,aire,115,128,51,48,52,65,48,48,68,Dai Bakuhatsu Harite | Blazing Knuckle | Critical! | Burn Out
IE3,Fire Dragon,Eum-Yang (ウミャン),DF,aire,133,110,52,54,65,70,66,55,64,Killer Slide | Ground Running Blaze | Cyclone | Shooting Star
IE3,Fire Dragon,Doo-Yoon (ドゥユン),DF,aire,129,128,53,57,56,59,63,50,60,Volcano Cut | Ground Running Blaze | Killer Slide | Rodeo Clown
IE3,Fire Dragon,Myong-Ho (ミョンホ),DF,fuego,124,134,65,52,50,69,48,63,60,Flame Dance | Killer Slide | Ground Running Blaze | Divine Arrows
IE3,Fire Dragon,Seong-Hwan (ソンファン),DF,bosque,119,127,48,54,51,70,49,50,61,Ground Running Blaze | Utter Gutsiness Bat | Utter Gutsiness Catch | Defence Plus
IE3,Fire Dragon,Hyeon-Dae (ヒョンデ),DF,fuego,130,106,65,64,53,52,54,48,68,Ground Running Blaze | Killer Slide | Asteroid Belt | Power Charge
IE3,Fire Dragon,Chang-Soo (チャンスウ),MC,fuego,102,109,52,65,85,60,54,50,63,Abaddon Drop | Critical! | Dragon Cannon | Land Dragon
IE3,Fire Dragon,Pek-Young (ペクヨン),MC,tierra,122,129,48,76,53,79,43,54,48,Ground Running Blaze | Flame Veil | Heat Tackle | Trickery!
IE3,Fire Dragon,Eun-Young (ウンヨン),MC,tierra,108,117,48,76,48,77,46,40,45,Abaddon Drop | Flame Veil | Slack Off | Rolling Hell
IE3,Fire Dragon,Jeong-Yun (チョンユン),MC,bosque,127,123,49,67,68,66,51,51,69,Abaddon Drop | Spider Web | Rolling Hell | Breakthrough 2
IE3,Fire Dragon,Jeong-Won (ジョンオン),MC,tierra,128,120,53,50,60,56,62,60,74,Abaddon Drop | Rolling Hell | Defence Scan | Spectacular Crash
IE3,Fire Dragon,Aphrodi (アフロディ),MC,bosque,130,130,63,60,77,59,61,59,58,Shot Force | God Knows | Heaven's Time | Chaos Break
IE3,Fire Dragon,Burn (バーン),DL,fuego,133,108,75,71,55,58,58,61,67,Power Element | Flame Veil | Atomic Flare | Fire Blizzard
IE3,Fire Dragon,Gazel (ガゼル),DL,aire,129,118,65,65,65,68,66,57,60,Power Element | Water Veil | Northern Impact | Fire Blizzard
IE3,Fire Dragon,Seong-Jun (ソンジュン),DL,tierra,127,124,75,48,49,57,54,48,64,Flame Veil | Whirlwind Twister | Cool Up! | Eagle Buster
IE3,Knights of Queen,Freddy (フレディ),PR,fuego,120,140,50,67,48,82,51,46,64,Galatyn | Safety First | Invisible Fake | Black Hole
IE3,Knights of Queen,Gareth (ギャレス),PR,tierra,134,136,43,57,68,69,62,56,48,Galatyn | Killer Blade | Drill Smasher | Excalibur
IE3,Knights of Queen,Johnny G (ジョニーG),DF,bosque,128,127,52,62,67,68,62,62,54,Stone Prison | No Escape | Heat Tackle | Fake Ball
IE3,Knights of Queen,David (デービッド),DF,tierra,127,108,54,60,78,66,53,55,50,Stone Prison | Illusion Ball | Breakthrough | Emperor Penguin No.2
IE3,Knights of Queen,Lance (ランス),DF,aire,126,120,65,71,56,58,54,54,77,Stone Prison | Cross Drive | Galatyn | Excalibur
IE3,Knights of Queen,Edge (エッジ),DF,bosque,123,117,54,54,53,71,69,58,62,Killer Blade | Stone Prison | Spinning Cut | Vac Attack
IE3,Knights of Queen,Martin (マーティン),DF,fuego,105,109,51,48,69,56,62,34,62,Dash Accelerator | Ultra Moon | Fake Bomber | Unicorn Boost
IE3,Knights of Queen,Peter (ピーター),MC,fuego,133,103,51,66,60,53,56,71,57,Ultra Moon | Attack Scan | Dynamite Shot | Echo Ball
IE3,Knights of Queen,Gary (ゲイリー),MC,tierra,124,116,54,84,72,59,52,47,54,Ultra Moon | Coil Turn | Deceptor Dribble | Stone Prison
IE3,Knights of Queen,Paul (ポール),MC,bosque,125,109,55,58,60,54,59,60,57,Ultra Moon | Zigzag Spark | Cyclone | Echo Ball
IE3,Knights of Queen,Eric (エリック),MC,fuego,127,116,65,63,52,55,64,51,55,Paladin Strike | Snake Shot | Reflect Buster | Lightning Sprint
IE3,Knights of Queen,Beat (ビート),MC,tierra,137,107,65,62,44,43,56,64,66,Stone Prison | Invisible Fake | God Hand | Flash Upper
IE3,Knights of Queen,Mikey (マイキー),MC,bosque,130,122,55,53,69,51,71,60,51,Ultra Moon | Study | Shadow Stitch | Power Charge
IE3,Knights of Queen,Edgar (エドガー),DL,bosque,126,119,96,71,58,47,57,48,57,Excalibur | Paladin Strike | Ultra Moon | Cool Up!
IE3,Knights of Queen,Philip (フィリップ),DL,tierra,122,121,90,44,52,50,68,60,63,Paladin Strike | Illusion Ball | Lightning Sprint | Gale Dash
IE3,Knights of Queen,Nick (ニック),DL,aire,125,114,67,59,51,54,51,62,56,Lightning Sprint | Paladin Strike | Magic | Ganymede Ray
IE3,The Empire,Jorge (ホルヘ),PR,fuego,125,128,56,54,49,80,60,60,59,Million Hands | Dog Run | Storm Rider | Infinite Wall
IE3,The Empire,Lionel (リオネル),PR,aire,133,128,52,60,49,56,57,60,56,Power Shield | Full Power Shield | Zigzag Flame | Power Charge
IE3,The Empire,Therese (テレス),DF,fuego,134,129,52,62,60,82,59,51,70,Zigzag Flame | Defence Plus | Iron Wall | Ignite Steal
IE3,The Empire,Julio (フリオ),DF,bosque,134,118,67,70,48,74,62,51,36,Fake Ball | Zigzag Flame | Heat Tackle | Harvest
IE3,The Empire,Gordo (ゴルド),DF,bosque,126,102,49,58,60,73,52,42,77,Super Armadillo | Zigzag Flame | Rolling Hell | Million Hands
IE3,The Empire,Ramon (ラモン),DF,tierra,122,126,53,59,51,69,56,54,78,Circus Block | Leaping Thunder | Shooting Star | Acrobat Bomber
IE3,The Empire,Hernan (エルナン),DF,aire,128,99,52,60,60,75,60,52,76,Illusion Ball | Circus Block | Rocket Kobushi | Ultra Moon
IE3,The Empire,Esteban (エステバン),MC,aire,127,103,58,59,58,64,59,58,69,Dog Run | Quick Draw | Armadillo Circus | Spinning Cut
IE3,The Empire,Sergio (セルヒオ),MC,bosque,126,105,47,60,52,70,65,55,64,Bubble Gum | Afterimage | Zigzag Spark | Triple Dash
