juego,nombre,posicion,elemento,tiro,regate,tecnica,defensa,parada,velocidad,aguante,extra
GO3,Tentsuru,MC,fuego,147,167,133,96,85,128,95,95
GO3,Markion,MC,tierra,109,170,133,92,135,104,123,90
GO3,C-Bear,DF,fuego,73,96,119,144,81,126,95,114
GO3,Arion Sherwind,MC,aire,121,170,102,107,88,114,109,102
GO3,Arion (Mm Tezcat),MC,aire,142,165,131,111,100,133,81,100
GO3,Arion ( niño),DL,aire,88,131,85,75,61,125,59,130
GO3,Arion (MM Arturo),MC,aire,128,196,119,109,95,131,81,83
GO3,Abe Roof,DF,bosque,69,98,109,91,42,119,107,76
GO3,Don Hooan,DF,aire,76,128,131,120,66,128,78,52
GO3,Jan Jared,DF,fuego,61,60,81,131,88,128,64,124
GO3,Cheung Po,MC,bosque,71,115,85,113,52,102,71,70
GO3,Cole Bludd,DF,fuego,85,53,76,125,57,78,88,85
GO3,Phil de Rol,DL,bosque,125,76,57,61,66,120,69,122
GO3,Tori Vanguard,MC,aire,123,115,104,117,66,119,107,95
GO3,Tori Vanguard (adulta),MC,aire,112,146,119,117,76,123,88,90
GO3,Val Cano,MC,tierra,83,157,109,109,116,126,83,76
GO3,Rith McCal,PR,bosque,57,78,96,81,123,85,83,72
GO3,Adrastus Argos,DF,fuego,81,85,133,136,119,104,102,96
GO3,Juleb,MC,fuego,121,173,152,111,81,119,89,97
GO3,Dave Coppfielder,MC,aire,102,131,149,115,50,107,71,75
GO3,Blain Chills,MC,fuego,83,128,100,102,47,121,66,71
GO3,Padre de Sor (Pa),DF,aire,104,98,136,175,121,138,107,68
GO3,Oz Rater,DL,fuego,154,81,98,64,77,83,117,95
GO3,Sor,DF,aire,100,100,107,149,116,123,114,88
GO3,Sor (MM Padre de Sor),DF,aire,100,85,112,165,109,145,128,95
GO3,Bert Trapper,DF,aire,95,105,71,94,47,121,102,57
GO3,Torhm,DL,bosque,144,112,109,97,79,102,100,97
GO3,Tor,PR,aire,100,85,111,109,167,140,104,114
GO3,Manny Saboy,DL,fuego,133,102,92,61,64,109,96,78
GO3,Toki,MC,tierra,83,125,90,100,95,81,85,116
GO3,Felix Higgins,MC,bosque,69,112,119,105,54,102,97,97
GO3,Esteban Range,PR,bosque,66,78,95,76,131,92,100,102
GO3,Oswald Bones,DL,bosque,115,61,76,109,64,78,73,100
GO3,Eartha Toughlove,PR,tierra,90,81,114,123,183,77,128,104
GO3,Egor Coxcomb,PR,fuego,62,85,98,78,141,83,110,85
GO3,Maeda,DL,fuego,173,128,131,54,47,112,114,72
GO3,Toshihito Ishida,DL,tierra,151,102,117,95,81,90,114,83
GO3,Jonathan Luckyman,DL,bosque,138,114,112,85,70,90,104,116
GO3,Tokkishin,DF,aire,95,92,110,128,88,112,72,107
GO3,Toggu,MC,fuego,119,178,121,117,90,107,83,123
GO3,Humphrey Dictable,DF,tierra,69,65,85,136,83,97,109,104
GO3,Dottomaa,DL,fuego,138,112,115,97,66,109,114,81
GO3,Prosper Cooka,DF,aire,69,66,102,152,73,90,131,96
GO3,En Sicks,DF,bosque,78,75,95,131,104,100,109,92
GO3,En Sicks Hyperdrive,DF,bosque,78,94,95,138,104,107,109,121
GO3,Tobiiaa,PR,fuego,75,95,97,109,152,112,114,131
GO3,Brook Linden,MC,fuego,88,107,147,94,52,109,66,83
GO3,Dave Dreem,DF,bosque,66,66,96,141,57,114,110,109
GO3,Archer Hawkins,DF,aire,104,100,83,141,66,121,128,133
GO3,Archer Hawkins (Adulto),MC,aire,128,60,112,144,81,116,126,102
GO3,Nam Do-Hyeon,PR,fuego,57,76,120,104,131,97,107,90
GO3,Dilshod Sokurov,DL,tierra,152,119,138,102,85,109,121,81
GO3,Narcisse Rotondo,MC,aire,97,115,126,117,47,121,95,85
GO3,Thomas Murdock,DL,aire,146,119,116,73,57,126,71,114
GO3,Tracy Tracker,PR,tierra,57,71,114,107,138,104,81,100
GO3,Bobby Shearer,DF,bosque,76,96,131,149,104,107,112,90
GO3,Chuck Pumpkins,PR,tierra,53,81,85,76,112,81,90,81
GO3,"Rory ""Stripes"" Tigre",DL,fuego,136,126,104,112,53,119,114,71
GO3,Sita Square,MC,aire,102,112,104,111,90,100,71,81
GO3,Drachen Gunther,MC,fuego,95,157,79,100,83,102,120,76
GO3,Austin Hobbes,DL,bosque,154,114,116,95,90,131,83,116
GO3,Austin Hobbes (Adulto),DL,bosque,167,123,146,73,68,116,90,98
GO3,Laksha,DL,tierra,131,97,110,104,70,88,107,90
GO3,Ruff LeGrand,PR,bosque,66,90,94,109,173,85,128,102
GO3,Amir Rika,DL,aire,133,85,100,57,98,114,92,104
GO3,Driss,DF,bosque,85,105,112,146,104,121,102,116
GO3,Foxtrox,MC,aire,102,146,123,96,95,128,97,81
GO3,Daren Blakh,DL,aire,131,100,88,83,60,121,95,102
GO3,Champ Pignon,MC,tierra,114,138,114,70,85,68,126,128
GO3,Spikey,MC,bosque,114,131,117,85,85,102,116,68
GO3,"Turco ""Turquoise"" Quoisey",MC,bosque,76,115,81,113,78,77,71,104
GO3,Dolph Hensen,MC,aire,133,136,123,107,71,114,76,72
GO3,Darehn,DF,aire,76,98,112,141,107,116,100,104
GO3,Dolomite,MC,tierra,57,123,86,92,85,95,96,64
GO3,Droll,MC,aire,88,138,100,81,61,128,92,76
GO3,Ton Nino,MC,aire,104,120,119,87,61,126,100,102
GO3,Icarus Damselfly,DL,bosque,91,107,85,83,79,69,97,119
GO3,Narkitts,PR,tierra,79,78,114,92,144,97,123,100
GO3,Nahrje,MC,fuego,88,123,95,100,107,109,97,100
GO3,Florence Orderly,DF,aire,69,92,109,125,78,107,78,100
GO3,Dirk Point,MC,aire,97,162,109,124,81,126,78,104
GO3,Sable Tatter,DL,fuego,138,107,119,78,87,112,85,109
GO3,Shintaro Nakaoka,MC,bosque,83,149,128,107,78,114,107,85
GO3,Jack Alltrade,DF,bosque,73,105,133,170,107,109,102,116
GO3,Nakashimaru,PR,fuego,90,109,121,126,117,126,92,100
GO3,Eugene Conwell,DL,bosque,131,102,95,83,77,104,81,100
GO3,Young'un,DF,bosque,69,113,100,117,42,110,112,68
GO3,Nagahide Niwa,MC,aire,95,165,123,113,90,131,95,107
GO3,group of people,DF,aire,47,113,116,102,78,121,81,59
GO3,Rob Crusoe,DF,aire,81,96,102,89,47,154,81,88
GO3,Al Woo,MC,bosque,107,162,102,111,104,121,104,64
GO3,Chuckie Roper,MC,tierra,114,141,114,105,121,112,73,47
GO3,Bonnie Sytree,MC,fuego,109,146,114,96,90,123,81,107
GO3,Nazim Nizar,MC,tierra,71,125,61,96,102,112,104,66
GO3,Moos Akka,MC,fuego,66,123,90,102,92,120,95,68
GO3,Flora Summars,DL,bosque,131,119,100,71,75,109,88,112
GO3,Nelly Raimon,DL,fuego,144,116,100,83,53,109,69,131
GO3,Nelly Raimon(Adult),DL,fuego,162,119,119,85,87,107,81,102
GO3,DEsmond Cartes,MC,tierra,95,107,94,51,40,81,71,57
GO3,Nadech Sirilak,DF,tierra,104,92,78,136,81,100,114,83
GO3,Napa Ladam,DF,bosque,95,100,107,141,114,109,88,119
GO3,Drone Naboon,DF,bosque,114,77,100,146,102,107,120,119
GO3,Nafci,DL,aire,146,107,110,83,64,116,119,94
GO3,Stuart Potty,MC,tierra,57,107,83,62,45,144,92,77
GO3,Humphrey Hedrass,MC,tierra,97,120,59,62,50,79,90,68
GO3,Snorri Sloth,DF,tierra,88,111,78,123,71,79,61,94
GO3,Davy Jones,DL,aire,146,114,121,83,64,116,112,92
GO3,Graham Awn,MC,fuego,107,144,112,68,104,83,109,121
GO3,Will Golightly,DF,fuego,71,98,126,170,128,121,100,107
GO3,Uzi Slugge,MC,aire,76,131,92,70,71,109,104,117
GO3,Cameron Cambridge,DF,bosque,81,105,114,102,52,133,95,95
GO3,Nawat Lam,MC,tierra,114,133,71,105,112,81,100,64
GO3,Niige Lugerkutch,MC,aire,100,144,90,77,88,109,116,57
GO3,Jay Yuu,PR,fuego,57,71,112,107,133,88,83,104
GO3,Jay Yuu (HD),PR,fuego,57,83,119,107,133,88,90,104
GO3,Nyira Fezunt,DL,tierra,146,121,149,114,68,112,116,57
GO3,Katya Felis,MC,fuego,116,170,119,115,92,123,97,100
GO3,Roma Nishiki,MC,tierra,123,141,120,102,54,104,112,85
GO3,Roma (Mix y Max),MC,tierra,124,163,123,87,110,98,132,62
GO3,Lucas Skywalk,MC,aire,85,144,114,102,54,109,88,88
GO3,Rollo Twain,DF,bosque,85,102,128,112,45,100,83,57
GO3,Falso Victor,DL,fuego,178,107,81,142,57,95,123,142
GO3,Nizo Koda,DL,bosque,136,100,104,102,83,97,88,83
GO3,Bobbie Pompon,MC,tierra,88,110,83,102,78,86,81,75
GO3,Gwen Slinga,DF,tierra,88,87,100,120,64,107,61,60
GO3,Hachinoshin Nitta,DF,fuego,57,57,83,136,97,66,112,68
GO3,Trey Faste,MC,bosque,88,120,110,75,59,107,73,57
GO3,Pat Ryarke,PR,bosque,68,90,100,85,117,92,116,107
GO3,Trixie Playfair,MC,aire,85,138,100,79,81,133,109,76
GO3,Shai Klopps,DF,tierra,71,45,95,133,73,57,114,102
GO3,Gezun Dight,DL,aire,167,128,112,81,81,173,100,102
GO3,Nirasane Nebuka,DL,aire,157,119,116,95,81,133,107,112
GO3,Ninkyaku,DL,tierra,136,83,64,107,94,107,114,92
GO3,Ken Haddow,DL,aire,136,81,92,95,53,107,76,90
GO3,Chaa Mehn,DL,tierra,125,107,96,95,77,83,104,90
GO3,Heezbie Heindyu,PR,bosque,62,88,123,114,138,102,90,105
GO3,Art Izan,DF,aire,88,87,112,178,104,126,100,78
GO3,India,MC,fuego,81,120,102,98,88,141,92,66
GO3,Foley Edge,DF,tierra,73,79,102,131,69,100,92,71
GO3,Kitty Spinster,DL,fuego,123,83,104,61,45,136,102,85
GO3,Nejibo,PR,fuego,72,88,83,76,154,107,136,109
GO3,Charlie,MC,fuego,90,120,95,94,88,114,88,116
GO3,Neppten,DL,bosque,152,112,102,73,79,121,104,88
GO3,Nenel,DF,fuego,92,92,121,154,102,143,85,115
GO3,Triton Nettuno,DL,aire,138,102,85,78,75,119,109,95
GO3,Nemii,MC,aire,83,144,109,102,78,149,78,90
GO3,Reilly Italot,MC,bosque,95,117,88,113,71,90,85,76
GO3,Nitey Niht,DF,bosque,76,100,95,117,69,102,61,73
GO3,Nero,PR,aire,64,83,90,88,146,120,90,83
GO3,Nenban,PR,fuego,72,54,120,90,131,107,114,100
GO3,Toya Boyde,DF,fuego,73,87,109,133,107,107,102,90
GO3,Romeo Fitzroy,MC,tierra,109,173,95,109,107,104,116,107
GO3,Nokkogyi,PR,tierra,102,71,111,83,152,76,133,95
GO3,Beata Pummel,DL,fuego,136,81,69,54,57,109,107,73
GO3,Sandy Dryhill,MC,tierra,116,138,96,83,59,97,112,85
GO3,Nate Gobby,DF,bosque,97,102,115,162,133,112,88,70
GO3,Nobunaga Oda,DL,bosque,170,126,133,100,94,112,90,105
GO3,Hugo Sauvage,DL,bosque,152,112,123,81,98,114,102,45
GO3,Duff Dooley,MC,tierra,100,146,92,107,78,98,102,89
GO3,"Curtis ""Curses"" Carson",DF,fuego,71,70,114,141,83,96,90,94
GO3,"Evita ""Goe"" Gowell",PR,bosque,62,78,95,114,131,90,109,107
GO3,Bark Sepakro,MC,fuego,119,136,107,92,88,116,95,78
GO3,Buzz,DF,fuego,88,94,131,125,85,102,98,64
GO3,Tankii Haasonki,DL,fuego,144,126,107,78,102,112,109,83
GO3,Mick Sologee,DF,aire,71,85,83,136,85,102,83,92
GO3,Orel Knighter,MC,bosque,61,120,77,94,50,90,91,64
GO3,Ducksquiggan Barboyle,DL,fuego,141,107,119,95,77,100,102,88
GO3,Baller,DF,bosque,76,94,90,149,54,120,104,111
GO3,Torch,DL,fuego,167,133,119,71,62,121,92,81
GO3,Apnus Braithwaite,PR,fuego,53,64,88,100,123,64,119,81
GO3,Vic Longboat,DF,fuego,57,102,112,157,114,81,128,89
GO3,Ian Spike,PR,tierra,68,64,81,71,117,102,100,75
GO3,Bind Hermit,MC,fuego,119,149,131,98,107,116,102,102
GO3,Hunt Mercer,DF,tierra,64,72,88,146,76,72,119,78
GO3,Lucan Thorpe,DF,aire,64,94,73,112,61,112,133,75
GO3,Lave Hato,MC,fuego,100,123,73,75,71,68,102,62
GO3,Paco Dermott,PR,tierra,72,85,100,78,138,112,131,95
GO3,Hulk Flounder,PR,tierra,51,78,76,71,136,83,95,81
GO3,Solomon Roundhay,DL,aire,141,102,92,92,64,123,90,76
GO3,Baizcat,DL,bosque,183,138,147,100,79,121,90,92
GO3,Hakutuwa Shii,MC,fuego,112,133,126,87,116,119,59,83
GO3,Hakuri Tarbai,DL,tierra,144,112,102,92,77,107,126,100
GO3,Bailong,DL,aire,183,126,147,73,62,121,95,107
GO3,BaiLong (Mix y Max),DL,aire,183,126,135,114,96,133,78,69
GO3,"Wilfred ""Cog"" Coggle",DF,tierra,85,102,102,138,78,76,123,83
GO3,Abram Cadabra,PR,tierra,77,81,85,114,110,90,128,85
GO3,Redd Hazzard,DL,fuego,159,128,119,81,75,114,107,97
GO3,Pearl Gates,DL,aire,81,112,78,100,42,121,95,76
GO3,Rocky McCanns,DF,aire,97,107,100,141,69,138,88,87
GO3,Naktehna Naksey,DL,bosque,144,109,100,107,81,112,102,119
GO3,Chloe Glazier,DF,aire,78,102,83,146,81,128,97,116
GO3,Badeen J-Arhan,PR,tierra,85,73,128,112,144,81,121,64
GO3,Bash Lancer,DL,bosque,188,126,115,102,77,124,104,88
GO3,Putterf Chocho,MC,aire,107,141,102,102,88,123,78,126
GO3,Holly Blue,DL,aire,136,76,85,57,49,95,107,90
GO3,Batal Majid ,DF,tierra,85,90,120,141,92,102,116,96
GO3,Sun Tzu,DF,aire,78,98,136,86,47,95,128,72
GO3,Nuno Vertigo,PR,fuego,75,76,97,90,138,131,90,83
GO3,Chomo Ba,MC,fuego,116,178,138,107,81,121,107,98
GO3,Xanthe Crosse,MC,aire,78,125,85,90,71,83,73,59
GO3,Trajan Leet,MC,aire,76,152,116,70,69,119,102,95
GO3,Silvain Hache,DL,aire,152,121,104,90,68,165,97,96
GO3,Grant Hoppa,MC,aire,88,89,136,100,47,88,71,81
GO3,"Beatrix ""Bee"" Hunny",DF,fuego,81,55,121,91,52,107,66,83
GO3,Freddie Stayre,MC,aire,64,123,119,130,54,116,71,85
GO3,Lou Fauntleroy,MC,tierra,92,138,81,111,73,64,123,115
GO3,Frosty Patissier,DF,aire,69,96,76,136,69,102,126,81
GO3,Dee Vee,DF,fuego,83,90,109,146,92,112,104,88
GO3,Dee Vee (HD),DF,fuego,83,79,126,141,92,112,102,88
GO3,Plip Batur,DL,tierra,138,123,100,95,79,131,104,107
GO3,Kyoko Hanabayashi,DL,aire,146,114,121,73,62,128,95,88
GO3,Hunam Gurii,DF,tierra,102,105,112,144,95,102,126,90
GO3,Wenceslas Wales,DL,fuego,94,107,114,47,79,100,102,73
GO3,Haname Sasakure,PR,bosque,64,59,116,114,149,104,95,112
GO3,Hanamoha Jiirau,MC,bosque,123,138,128,85,83,114,104,116
GO3,Haniwa Paolo ,DF,fuego,85,90,107,144,109,104,116,119
GO3,Bhabass,PR,tierra,72,85,125,112,144,104,107,87
GO3,Quebec,MC,tierra,73,115,128,113,107,109,97,90
GO3,Quebec (MZanark),MC,tierra,59,136,131,75,107,102,76,85
GO3,Adé Kébé,MC,aire,85,110,112,85,54,109,92,92
GO3,Djung Hamstah,DF,bosque,78,92,121,152,116,123,104,107
GO3,Harriet Bunne,DL,bosque,91,95,107,59,57,69,95,97
GO3,Trump Dealer,DL,bosque,120,76,104,73,64,102,78,79
GO3,Celer Lightfoot,DL,aire,144,88,121,57,75,169,107,100
GO3,Zaphod Riker,MC,aire,114,141,90,100,64,135,104,81
GO3,Eugene Peabody,MC,aire,78,136,119,53,83,138,83,126
GO3,Souta Hayari,MC,fuego,119,180,116,90,85,109,135,102
GO3,Taru Parakee ,DL,tierra,136,88,119,81,100,116,92,114
GO3,Archie Valry,MC,bosque,92,123,123,94,78,123,102,90
GO3,Ross Seption,DF,aire,61,90,112,131,54,107,95,87
GO3,Khalil Utbah,MC,fuego,90,128,112,98,64,102,76,73
GO3,Kal A-HHari,DL,tierra,144,119,123,73,68,107,123,77
GO3,Finn Boyle,DF,bosque,76,113,109,167,83,121,114,135
GO3,Ed Jogge,DF,aire,102,107,107,146,81,109,73,100
GO3,Bill Sye,DF,aire,73,107,119,170,107,135,102,104
GO3,Graham Bock,MC,aire,76,133,88,81,61,113,92,110
GO3,Ogar Circes,DF,tierra,95,100,113,183,107,95,167,100
GO3,Robert Affett,DL,fuego,115,100,100,66,45,107,88,71
GO3,Sunny Fairweather,DL,fuego,94,78,121,88,75,102,83,109
GO3,Cyber Dalekman,MC,tierra,76,117,123,94,42,107,64,70
GO3,Van Yamano,DL,tierra,167,116,109,109,77,104,126,109
GO3,Banzlay,DF,tierra,85,96,85,141,100,119,121,95
GO3,Steve Grim,MC,aire,95,125,102,90,92,104,90,97
GO3,Banda Crix,MC,aire,114,146,116,92,114,119,83,123
GO3,Steve Grim(Adult),MC,aire,104,133,125,92,109,104,95,75
GO3,Ivor Kernel,DL,tierra,120,90,90,90,90,90,90,90
GO3,"Riku ""Pants"" Matsushita",DF,bosque,95,105,126,149,73,114,71,100
GO3,Hartwin Throbb,DL,tierra,167,112,104,81,77,116,114,78
GO3,Stan Roller,DL,aire,157,126,121,54,53,115,140,55
GO3,Sata,PR,bosque,70,83,107,114,146,104,88,109
GO3,Sahasra,DF,fuego,100,79,102,123,81,107,90,104
GO3,Banbaros Tower,DF,tierra,128,105,133,152,103,92,131,90
GO3,Hanbee Yabe,DF,fuego,83,90,102,136,109,66,92,102
GO3,Claude Hammer,MC,aire,78,138,92,109,85,125,73,77
GO3,Jor Braykur,DF,fuego,71,47,70,131,81,76,115,88
GO3,Fada Prendi,DL,aire,136,104,102,88,72,119,85,107
GO3,Furinto Hiutchi,DF,fuego,92,100,107,144,90,107,120,116
GO3,Patrick Childs,MC,aire,78,128,100,109,83,112,81,73
GO3,Squalcha Nhess,DF,bosque,61,81,109,141,107,123,95,97
GO3,Ethan Whitering,MC,bosque,85,138,97,98,88,95,81,85
GO3,Bluster Tryadd,DF,aire,78,100,85,133,76,91,88,98
GO3,Cole Optera,DL,tierra,86,107,83,100,62,98,97,112
GO3,Ducksquiggan Barboyle (Rosa),MC,tierra,107,141,102,85,85,88,119,100
GO3,Pepe Bell,DF,tierra,71,90,97,123,69,85,95,83
GO3,Isla Pullens,PR,tierra,75,71,123,116,183,77,138,154
GO3,Viol,MC,aire,100,154,100,109,81,126,125,71
GO3,Scor Pion ,DL,tierra,138,119,95,121,68,102,109,81
GO3,Namak Haumea,DF,aire,90,105,62,89,52,107,131,87
GO3,Adam Orable,MC,aire,121,154,116,117,109,128,95,109
GO3,Billy-Lee Adarma,MC,fuego,61,115,100,57,47,140,76,133
GO3,Flint Charcoal,MC,fuego,90,133,110,96,54,119,88,79
GO3,Sus Swihn,MC,bosque,76,146,120,109,100,112,78,75
GO3,Soren Uphigh,MC,fuego,54,125,144,135,47,135,61,75
GO3,Goth Grimshaw,MC,aire,121,144,95,96,57,131,92,83
GO3,Sal Hughes,DL,fuego,152,114,85,97,75,107,95,85
GO3,Gonzalo Karter,PR,bosque,79,102,88,116,146,90,95,114
GO3,Bea Jou,DL,fuego,149,104,109,88,77,107,81,119
GO3,Simon Cleric,PR,aire,64,73,76,81,141,117,83,96
GO3,Skylar Lepton,DF,aire,73,87,112,117,54,107,107,85
GO3,Fritz Brisk,MC,aire,85,110,133,98,57,97,85,85
GO3,Big,DL,bosque,183,123,88,112,87,92,119,99
GO3,Shilo Placidus,DL,fuego,131,97,64,85,47,90,95,59
GO3,Shep Woolacombe,DL,tierra,125,76,88,71,66,91,95,120
GO3,"Hippolytus ""Hippo"" Horseriver",PR,fuego,55,64,76,69,133,75,81,81
GO3,Furanuame Hideri ,MC,fuego,121,141,104,102,97,119,116,79
GO3,Aquilina Schiller,DL,bosque,146,121,116,119,102,102,73,81
GO3,Seth Paynter,MC,bosque,52,125,73,96,88,91,78,111
GO3,Nai Swanson,DF,tierra,69,70,112,136,61,76,126,83
GO3,Neith Venus,MC,bosque,88,138,114,98,57,112,92,107
GO3,Tey Liadika,DF,tierra,73,111,123,175,112,114,133,109
GO3,Pinoh,MC,fuego,81,144,97,102,102,152,92,96
GO3,Ciaran Wale,DF,tierra,71,57,104,117,73,69,97,75
GO3,Dan Bannerman,DF,aire,61,92,90,120,66,120,78,83
GO3,Seymour Hillman,PR,tierra,96,85,128,104,157,64,116,120
GO3,Rumer ReVeale,DL,fuego,152,100,112,57,62,114,109,66
GO3,Leo Gally,DF,bosque,61,70,92,99,52,88,90,66
GO3,Sibylle Equinox,DL,bosque,86,83,109,76,62,88,92,142
GO3,Maya O'Pier,DL,fuego,141,107,95,76,79,112,97,83
GO3,Ted Autumn,PR,aire,85,83,128,116,170,135,107,116
GO3,Hyperion Wise,MC,fuego,92,138,109,83,71,145,92,88
GO3,Alessandro il Grande,PR,tierra,66,76,131,102,146,100,76,96
GO3,Pyolu Koko,DL,tierra,146,102,110,61,75,85,94,57
GO3,Bilal Kalil,DF,bosque,90,113,92,154,78,88,121,95
GO3,Byeon Min-Seo,MC,tierra,73,125,85,98,97,95,104,66
GO3,Pyro Nyah,DL,aire,96,147,85,100,47,97,100,102
GO3,Indy Iffrent,PR,bosque,64,78,109,100,133,119,104,83
GO3,Rondula Flehl,MC,aire,121,173,123,113,95,135,90,109
GO3,Hiro Hughes,DL,aire,178,121,112,104,85,133,92,109
GO3,Birokkou,PR,fuego,77,90,128,107,136,121,109,107
GO3,Xavier Foster,DL,fuego,152,114,138,112,77,107,95,114
GO3,Xavier Foster (Adult),DL,fuego,170,123,144,97,85,126,81,79
GO3,Bela Bluebells,MC,aire,78,136,100,79,109,131,104,102
GO3,Feduhm,PR,aire,109,90,92,116,175,88,149,112
GO3,Zed Kyu,MC,aire,85,141,102,98,95,119,100,92
GO3,Zed Kyu (HD),MC,aire,85,141,102,98,95,119,97,88
GO3,Hwang Jun-Ho,DL,aire,146,114,115,76,81,123,100,85
GO3,Rob O'Meca,PR,aire,62,88,100,76,141,123,120,100
GO3,Paolo Bianchi,DL,bosque,157,128,119,114,79,112,90,95
GO3,Zulu,MC,tierra,104,123,94,85,97,92,104,83
GO3,Fuu,PR,fuego,60,76,126,128,89,79,90,125
GO3,Sunniffa Scentgood,DL,bosque,133,102,81,88,62,116,97,100
GO3,Kanzashy Fuucho,PR,fuego,94,81,133,116,167,112,97,121
GO3,Ducksquiggan Barboyle (Amarillo),DF,fuego,95,77,119,141,107,102,88,100
GO3,Bhufa,PR,aire,90,85,96,123,157,102,104,114
GO3,Joss Fool,MC,bosque,135,170,119,94,109,126,119,104
GO3,Fletch Blizten,DL,aire,146,116,95,69,42,145,109,76
GO3,Fei Rune,DL,bosque,144,107,102,76,90,119,97,107
GO3,Fei Rune (Tirano),DL,bosque,162,121,116,102,79,119,112,107
GO3,Fei Rune (MM Big),DL,bosque,167,126,128,92,72,123,116,90
GO3,Folie Vora,MC,fuego,104,133,116,100,107,109,95,102
GO3,Shiv Allrie,MC,tierra,90,133,109,79,78,112,92,85
GO3,Foe Chuudas,DF,aire,109,96,126,165,128,133,95,102
GO3,Trey Prongs,DF,aire,71,66,133,152,54,78,123,75
GO3,Fogara,DL,tierra,146,116,114,112,92,95,121,109
GO3,Phobos Quasar,PR,tierra,83,81,152,119,196,95,138,107
GO3,"Douglas ""Dogfish"" Fische",DF,aire,78,113,68,115,52,109,107,83
GO3,Ishmael Ahab,PR,aire,62,81,105,88,141,107,83,109
GO3,Will Lusion,DF,fuego,76,77,105,123,52,81,83,92
GO3,Ed Ison,MC,bosque,83,99,65,81,40,92,116,64
GO3,Tawny Screech,DF,aire,78,92,69,138,52,98,66,60
GO3,Chandler Blanc,DF,bosque,88,105,114,144,88,107,85,88
GO3,Bart Black,DF,aire,64,96,96,125,50,109,104,72
GO3,Panacea Utopia,MC,aire,57,131,128,105,52,107,61,76
GO3,Launce Berton,MC,aire,76,136,159,100,59,126,81,79
GO3,Carey Noakie,DL,tierra,131,95,96,71,92,81,100,94
GO3,Prue Scription,DF,fuego,76,75,85,128,76,83,97,107
GO3,Konano Futsuno,DF,tierra,61,60,83,125,81,85,78,107
GO3,Caleb Stonewall,MC,fuego,128,159,128,109,109,114,107,95
GO3,Caleb Stonewall (Entrenador),MC,fuego,119,146,133,111,92,126,109,70
GO3,Caleb Stonewall (adulto),MC,fuego,140,146,141,109,85,121,95,62
GO3,Bunaashi,DF,fuego,88,83,104,131,85,109,112,75
GO3,Mr. Sheepwood,PR,bosque,92,109,83,116,131,71,88,94
GO3,Sinbad Saylor,DF,fuego,85,105,123,107,54,102,95,95
GO3,Romeo Wheedler,MC,bosque,81,138,112,94,83,138,92,116
GO3,Shawn Froste,DL,aire,165,126,114,128,66,119,92,81
GO3,Shawn Froste (Adulte),DL,aire,178,114,146,123,79,131,88,83
GO3,Bump Trungus,DF,aire,69,102,95,152,107,141,85,94
GO3,Fumh,DF,aire,88,98,96,149,109,109,123,95
GO3,Fumi-chan,MC,bosque,90,159,100,117,107,109,126,119
GO3,Camelia Travis,DF,bosque,66,96,107,146,81,112,78,138
GO3,Camelia Travis (Adulte),DF,bosque,50,96,114,154,102,116,100,128
GO3,Frank Wintersea,DF,aire,88,66,83,110,95,114,92,45
GO3,Gigi Biasi,PR,aire,68,88,116,126,159,105,107,123
GO3,Planu Lanjeli,DF,bosque,83,85,81,128,104,109,76,102
GO3,Tex Tuber,MC,fuego,66,117,104,75,66,123,78,68
GO3,Woodrow Stake,DL,bosque,178,138,119,107,85,123,100,69
GO3,Walter Poseur,DF,aire,119,81,125,162,116,131,107,109
GO3,Flora,DL,aire,154,123,102,100,75,140,81,107
GO3,Flora (Oscura),DL,aire,159,128,100,102,70,140,71,128
GO3,Vince Sizor,PR,bosque,70,114,131,131,186,90,81,162
GO3,Byrd Stryke,MC,tierra,97,105,112,136,85,115,100,92
GO3,Roost Dubois,DL,tierra,157,102,62,50,51,90,153,100
GO3,Em Tee,DL,tierra,133,109,114,88,92,116,100,90
GO3,Em Tee (HD),DL,tierra,133,109,114,88,92,116,100,90
GO3,Alfred Veteran,PR,fuego,98,71,85,107,144,66,90,141
GO3,Nix Pluto,MC,fuego,83,123,92,85,59,149,78,90
GO3,Suzy Stamp,DF,tierra,59,72,95,141,97,136,128,90
GO3,Sam Arritan,DL,fuego,144,109,88,100,62,140,116,88
GO3,Pallas Brandish,DF,tierra,102,94,85,94,54,117,90,55
GO3,Brom,DL,fuego,144,66,133,64,42,119,102,100
GO3,Jack O'Nonne,DL,aire,138,69,85,90,72,102,97,90
GO3,Gerald Gerund,PR,tierra,49,64,104,102,138,83,112,107
GO3,Luke Dwight,PR,tierra,64,73,83,85,125,70,88,91
GO3,Pero Tractor,DF,aire,76,90,85,131,69,64,76,68
GO3,Bea,PR,aire,81,73,98,97,152,83,138,88
GO3,Rhonda House,DF,tierra,66,83,88,123,69,86,100,100
GO3,Heyze,MC,aire,90,138,107,115,109,119,83,73
GO3,Terracota 1,PR,aire,47,76,123,100,141,104,112,75
GO3,Terracota 10,MC,fuego,100,128,112,81,90,107,100,68
GO3,Terracota 11,DL,tierra,133,100,120,88,83,97,109,64
GO3,Terracota 2,DF,aire,64,79,115,123,97,112,107,70
GO3,Terracota 3,DF,bosque,66,81,120,131,100,104,112,72
GO3,Terracota 4,DF,fuego,69,77,117,125,92,92,100,85
GO3,Terracota 5,MC,tierra,76,120,96,100,104,88,112,64
GO3,Terracota 6,MC,tierra,73,117,99,94,109,90,112,66
