juego,equipo,nombre,posicion,elemento,ATT,CTL,DEF,Kick,Body,Control,Guard,Speed,Stamina,Guts
IE2,Hokkaido,Max Bright,MC,aire,50,52,49,50,44,41,55,67,52,58
IE2,Hokkaido,Hilda Bronski,PR,fuego,52,71,91,73,71,64,68,54,74,71
IE2,Hokkaido,Harry Caine,PR,aire,52,73,83,73,70,60,64,64,60,62
IE2,Hokkaido,Rob Cardson,DF,fuego,77,83,98,77,68,69,79,62,78,60
IE2,Hokkaido,Darren Catt,DL,aire,87,50,45,68,58,53,61,40,67,60
IE2,Hokkaido,Siria Chattsley (Blizzard only),DL,fuego,84,84,53,64,72,61,69,67,60,68
IE2,Hokkaido,Crane Clawson,MC,aire,68,79,71,60,64,60,68,56,52,61
IE2,Hokkaido,Fane Club,PR,aire,29,42,84,45,50,44,69,48,43,49
IE2,Hokkaido,Niki Colbeck,DF,fuego,52,66,84,55,64,51,68,59,65,59
IE2,Hokkaido,Odo Cologne,MC,aire,46,63,51,40,57,52,57,60,37,60
IE2,Hokkaido,Jim Cook,DF,aire,47,50,51,52,61,47,42,41,56,56
IE2,Hokkaido,Horace Coop,DF,bosque,48,50,53,54,59,44,48,50,60,53
IE2,Hokkaido,John Coralli,PR,bosque,52,45,62,76,53,52,56,53,59,60
IE2,Hokkaido,Horty Courture,DL,bosque,50,48,31,29,48,43,48,60,47,42
IE2,Hokkaido,Bramley Cox,DL,aire,82,67,52,64,62,54,71,61,52,60
IE2,Hokkaido,Sal Curie,DF,fuego,45,56,57,48,56,62,51,52,62,55
IE2,Hokkaido,Dan Dandy,DF,aire,60,48,77,61,43,44,63,68,65,68
IE2,Hokkaido,Alex Dauger,DF,tierra,74,87,93,71,76,68,73,64,63,63
IE2,Hokkaido,Balt Decker,DF,aire,53,51,71,56,46,47,60,75,61,67
IE2,Hokkaido,Phil Dippedes,DL,bosque,53,78,35,44,63,60,52,70,59,60
IE2,Hokkaido,Joe Divide,DL,aire,76,63,39,61,62,52,56,59,63,63
IE2,Hokkaido,Beth Doodle,MC,bosque,52,77,67,50,55,62,62,70,70,57
IE2,Hokkaido,Jeeves Dropper,MC,aire,48,82,50,45,61,58,53,68,60,54
IE2,Hokkaido,Hugh Dunnit,PR,tierra,53,65,98,76,68,67,78,44,72,65
IE2,Hokkaido,Cole Easteroll,DL,bosque,50,47,30,40,51,48,42,45,49,40
IE2,Hokkaido,Bert Emmerson,DL,fuego,51,76,32,40,63,72,45,55,56,52
IE2,Hokkaido,Jebb Ettow,DL,tierra,74,67,38,60,60,63,56,56,57,54
IE2,Hokkaido,Benny Factor,PR,fuego,36,55,64,56,61,54,56,58,63,58
IE2,Hokkaido,Ol Factory,PR,tierra,49,43,80,69,56,57,64,36,62,62
IE2,Hokkaido,Drew Faxon,DL,bosque,51,59,37,40,52,62,56,64,54,54
IE2,Hokkaido,Cody Fink,MC,bosque,63,92,75,57,67,62,66,70,78,65
IE2,Hokkaido,Sam Fitspire,PR,bosque,42,49,73,63,63,42,60,56,64,60
IE2,Hokkaido,Glen Garry,MC,aire,48,53,43,48,51,44,44,51,48,40
IE2,Hokkaido,Manuel Gere,DF,aire,42,72,59,42,62,70,51,52,57,59
IE2,Hokkaido,Lon Grainger,PR,fuego,40,48,56,60,52,55,52,63,72,60
IE2,Hokkaido,Pat Greene,MC,fuego,54,54,43,53,56,44,41,46,58,63
IE2,Hokkaido,Viv Grey,DF,fuego,50,48,51,55,57,42,44,47,61,56
IE2,Hokkaido,Hank Halberd,PR,bosque,43,47,74,62,62,59,61,37,62,55
IE2,Hokkaido,Harry Harper,PR,aire,29,49,68,43,52,60,60,60,56,52
IE2,Hokkaido,Rod Headstock,PR,fuego,37,43,51,59,59,41,44,42,59,56
IE2,Hokkaido,James Hearson,MC,bosque,46,51,43,44,49,44,41,45,51,40
IE2,Hokkaido,Monty Hillary,DL,tierra,51,64,46,42,56,59,63,65,64,52
IE2,Hokkaido,Patt Howell,DF,bosque,62,68,60,61,60,60,53,60,56,63
IE2,Hokkaido,Max Hurt,PR,fuego,30,59,89,45,59,52,69,69,65,63
IE2,Hokkaido,Adam Icklock,PR,fuego,28,40,52,45,44,42,48,42,42,44
IE2,Hokkaido,Conrad Jacket,MC,tierra,63,98,76,58,75,69,71,78,55,52
IE2,Hokkaido,Casey Leather,MC,aire,64,86,82,56,62,79,76,52,79,60
IE2,Hokkaido,Col Lector,DL,tierra,65,79,47,55,71,59,64,57,58,55
IE2,Hokkaido,Cam Lensman,MC,aire,46,66,46,41,56,66,46,52,56,52
IE2,Hokkaido,Jimmy Mach,DL,aire,59,81,42,52,61,60,58,79,76,50
IE2,Hokkaido,Pat Maclean,DL,aire,83,75,53,63,64,62,69,60,60,68
IE2,Hokkaido,Pete Manter,MC,tierra,74,83,55,63,62,72,56,54,55,52
IE2,Hokkaido,Grant Mardy,DF,aire,56,46,51,60,55,40,42,40,56,60
IE2,Hokkaido,Ken Mayfield,DF,bosque,77,68,95,79,62,53,79,63,63,56
IE2,Hokkaido,Candice Mell,MC,bosque,80,62,51,69,52,61,53,60,61,55
IE2,Hokkaido,Miles Ryan (Miles),DF,aire,56,52,86,59,48,46,69,76,64,65
IE2,Hokkaido,Fern Mycota,DF,fuego,54,50,61,58,55,52,57,49,57,48
IE2,Hokkaido,Flo Nighting,DF,aire,43,48,58,47,54,48,56,45,47,51
IE2,Hokkaido,Carter Nightly,DF,tierra,71,81,76,68,65,63,61,68,60,63
IE2,Hokkaido,Carl Nivor,PR,bosque,31,52,56,48,52,58,52,67,64,56
IE2,Hokkaido,Alice Nutty,DF,fuego,67,51,57,67,54,52,52,54,64,52
IE2,Hokkaido,Ort Omaton,PR,fuego,44,61,69,63,54,61,60,72,70,53
IE2,Hokkaido,Cam O'Miles,PR,bosque,49,41,76,70,53,56,63,28,62,55
IE2,Hokkaido,Monty Patten,DF,bosque,66,63,73,63,60,63,61,52,54,60
IE2,Hokkaido,Matthew Pencil,DL,bosque,50,46,32,34,41,43,50,53,51,44
IE2,Hokkaido,Garry Planer,PR,tierra,34,54,59,52,54,63,54,62,54,60
IE2,Hokkaido,Heath Planner,DF,bosque,40,63,60,40,54,57,53,70,67,53
IE2,Hokkaido,Larry Pogue,DL,bosque,97,71,50,79,67,58,68,52,56,57
IE2,Hokkaido,Healey Proctor,MC,tierra,49,69,44,44,56,70,41,52,52,56
IE2,Hokkaido,Zach Putter,MC,fuego,63,56,52,59,52,54,56,54,52,58
IE2,Hokkaido,Owen Rage,DF,tierra,42,54,52,46,64,51,48,44,51,43
IE2,Hokkaido,Dexter Raleigh,DF,tierra,42,45,63,46,34,35,59,69,55,60
IE2,Hokkaido,Drew Reiner,DF,tierra,70,85,87,66,71,70,66,62,68,63
IE2,Hokkaido,Carl Rhodes,DF,aire,49,51,72,55,60,49,63,44,63,44
IE2,Hokkaido,Lehman Rind,MC,bosque,46,69,46,40,54,68,45,58,59,58
IE2,Hokkaido,Elsa Roamer,DL,tierra,50,46,30,28,48,52,37,40,40,48
IE2,Hokkaido,Heath Rower,MC,aire,59,61,52,56,56,53,56,59,52,56
IE2,Hokkaido,Paul Rush,MC,bosque,69,96,74,60,71,60,68,79,62,67
IE2,Hokkaido,Pete Sadow,MC,fuego,46,84,64,40,62,52,61,76,72,60
IE2,Hokkaido,Sherlock Sagers,PR,bosque,48,41,88,68,54,52,69,28,68,60
IE2,Hokkaido,Max Scara,PR,aire,39,43,50,62,62,40,40,40,52,52
IE2,Hokkaido,Reid Scarlet,DF,fuego,59,58,85,61,62,50,69,54,64,57
IE2,Hokkaido,Archy Seago,DL,aire,89,81,53,66,64,79,66,56,61,64
IE2,Hokkaido,Ken Sewer,PR,bosque,29,41,90,45,47,44,73,44,46,48
IE2,Hokkaido,Bella Shaded,PR,fuego,52,71,91,73,71,64,68,54,74,71
IE2,Hokkaido,Horace Shlock,DL,fuego,62,71,34,53,63,61,52,57,52,53
IE2,Hokkaido,Crispin Shooter,PR,fuego,28,45,50,32,46,72,29,51,40,51
IE2,Hokkaido,Ry Sling,DF,aire,44,72,53,46,56,71,44,63,55,54
IE2,Hokkaido,Mark Smudge,PR,bosque,35,65,96,56,71,45,77,60,64,52
IE2,Hokkaido,Rupert Spiers,MC,aire,62,94,78,55,64,70,70,74,68,63
IE2,Hokkaido,Chase Spoor,MC,aire,74,64,61,64,57,62,60,52,64,52
IE2,Hokkaido,Ethan Swallow,MC,aire,64,79,67,57,53,60,60,79,74,71
IE2,Hokkaido,Daley Switcher,MC,tierra,69,86,66,61,66,63,63,59,60,56
IE2,Hokkaido,Chester Takes,MC,bosque,67,88,71,60,68,63,68,59,52,56
IE2,Hokkaido,Sable Tatter,DL,fuego,78,81,50,60,64,64,64,70,68,69
IE2,Hokkaido,Todd Tempole,DF,fuego,60,76,78,61,70,56,65,56,54,55
IE2,Hokkaido,Spike Thorne,DF,bosque,48,58,71,53,64,48,61,52,62,56
IE2,Hokkaido,Des Tiny,DF,bosque,48,50,70,52,53,53,59,53,63,62
IE2,Hokkaido,Bobbie Tomey,DL,bosque,75,76,40,60,72,56,56,53,61,65
IE2,Hokkaido,Rush Tooset,MC,bosque,80,59,67,69,52,62,63,54,66,53
IE2,Hokkaido,Nina Trowel,DF,tierra,57,47,52,61,53,46,45,40,56,54
IE2,Hokkaido,Alexis Watchorn,DL,bosque,53,48,38,46,48,41,59,66,59,54
IE2,Hokkaido,Ryder Wheeling,DF,tierra,55,49,51,60,55,49,44,48,56,49
IE2,Hokkaido,Bob Whittle,DL,aire,78,86,50,60,68,70,64,70,64,62
IE2,Hokkaido,Sam Willing,DF,bosque,52,65,59,55,63,56,52,55,60,62
IE2,Hokkaido,Tighe Windsor,MC,tierra,74,55,64,64,61,56,60,32,73,60
IE2,Hokkaido,Trixy Wonder,MC,aire,73,79,54,63,60,62,55,63,59,59
IE2,Hokkaido,Dwayne Woo,MC,aire,73,71,65,63,63,54,60,56,77,63
IE2,Kyoto,Les Abel,DL,fuego,54,63,34,46,57,57,52,64,56,52
IE2,Kyoto,Dexter Ambie,DF,tierra,69,64,60,68,59,57,54,61,61,52
IE2,Kyoto,Phil Anthropic,DL,tierra,98,88,58,77,77,78,78,68,43,75
IE2,Kyoto,Mary Antoine,MC,bosque,86,99,71,76,77,79,68,76,44,47
IE2,Kyoto,Sam Aritan,MC,bosque,53,58,45,52,61,47,47,49,57,62
IE2,Kyoto,Jay Asher,DF,tierra,73,81,82,69,70,73,63,49,69,60
IE2,Kyoto,Edward Baron,DL,bosque,98,84,56,79,76,74,77,44,48,52
IE2,Kyoto,Bash Beaton (Bash),DL,tierra,79,88,54,60,77,70,68,67,68,68
IE2,Kyoto,Bish Beaton (Bish),DL,tierra,90,84,49,68,76,70,62,49,73,62
IE2,Kyoto,Pascal Blaise,DF,bosque,46,68,69,49,56,60,61,68,45,57
IE2,Kyoto,Gene Bottle,DL,aire,71,50,49,62,60,40,68,52,69,52
IE2,Kyoto,Tam Boyish,MC,aire,74,95,65,62,68,71,60,70,60,62
IE2,Kyoto,Manny Carbs,DF,tierra,47,60,52,50,55,68,42,53,59,54
IE2,Kyoto,Finn Carper,PR,tierra,42,42,70,62,52,49,60,42,63,57
IE2,Kyoto,Ropert Chapp,DF,aire,60,61,75,61,64,50,62,55,63,62
IE2,Kyoto,Jig Charleston (Charley),MC,tierra,68,93,58,60,76,61,56,56,69,61
IE2,Kyoto,Nate Checker,MC,aire,71,89,73,62,62,60,68,76,61,61
IE2,Kyoto,Andy Crafter,DL,aire,66,54,44,56,56,53,61,58,61,59
IE2,Kyoto,Justin Cush,PR,fuego,52,72,97,71,70,69,76,52,77,70
IE2,Kyoto,Trey Dalbum,DL,bosque,58,47,33,52,54,41,49,45,62,60
IE2,Kyoto,Ashley Dale,DL,bosque,69,83,48,54,60,78,60,70,61,68
IE2,Kyoto,Shay Diebold,DL,bosque,89,74,36,68,64,58,52,63,60,67
IE2,Kyoto,Ray Dioset,DL,bosque,83,49,49,65,53,52,66,50,66,59
IE2,Kyoto,Alec Dote,PR,aire,29,55,50,41,55,64,40,60,58,60
IE2,Kyoto,Rhoda Dough,DF,bosque,67,52,75,65,57,54,61,48,66,62
IE2,Kyoto,Orson Douvre,PR,tierra,49,44,75,71,52,52,63,52,68,52
IE2,Kyoto,Drack Gorn (Dragon),DF,aire,76,57,95,71,37,79,72,74,71,70
IE2,Kyoto,Stan Dupp,DL,bosque,67,59,49,58,65,47,67,53,69,54
IE2,Kyoto,Dom Edarry,MC,tierra,61,60,48,57,54,56,52,59,52,60
IE2,Kyoto,Patrick Edie,DF,bosque,49,73,51,51,58,72,40,60,56,53
IE2,Kyoto,Farrah Fairway,DL,fuego,63,67,40,54,62,52,59,63,52,60
IE2,Kyoto,Ted Fast,PR,bosque,32,48,90,52,64,42,70,53,61,59
IE2,Kyoto,Wayne Fluke,PR,tierra,37,50,62,56,52,62,57,60,56,53
IE2,Kyoto,Tiny Forester,DF,tierra,54,77,56,55,62,70,47,60,63,61
IE2,Kyoto,Beau Fort,DF,aire,44,50,65,48,48,45,60,68,52,54
IE2,Kyoto,Carey Ginu,DL,bosque,51,69,45,40,52,60,62,78,55,60
IE2,Kyoto,Isaac Goss,MC,tierra,71,57,50,63,52,57,53,54,58,56
IE2,Kyoto,Preston Gumbs,DL,aire,77,57,32,61,62,55,45,48,63,63
IE2,Kyoto,Irving Gusher,DL,aire,96,82,46,76,66,63,60,71,60,71
IE2,Kyoto,Mat Halled,DF,fuego,67,86,92,64,75,60,72,66,62,67
IE2,Kyoto,Ed Halley,MC,aire,46,51,45,44,39,29,54,79,30,56
IE2,Kyoto,Cardin Hands,DL,bosque,74,49,45,61,52,53,62,51,71,54
IE2,Kyoto,Reed Harpen,MC,bosque,72,57,68,64,55,56,65,48,68,52
IE2,Kyoto,Mo Hawkes,DL,fuego,71,72,45,60,69,47,63,60,62,60
IE2,Kyoto,Eggbert Heading,DL,bosque,88,48,55,68,53,58,71,38,76,62
IE2,Kyoto,Selma Heaver,PR,aire,29,53,51,42,53,63,43,61,61,62
IE2,Kyoto,Stu Hoofer,DF,bosque,58,83,65,56,64,76,52,63,62,68
IE2,Kyoto,Bud Hunter,PR,bosque,30,55,56,47,56,59,52,63,64,56
IE2,Kyoto,Graham Hush,DL,tierra,66,73,46,56,65,60,63,58,58,54
IE2,Kyoto,Jools Iceberg,DL,fuego,56,56,33,48,52,65,48,56,57,54
IE2,Kyoto,Iain Igma,DF,aire,65,60,73,63,60,60,60,52,60,60
IE2,Kyoto,Vern Ironfist,DL,bosque,53,77,40,44,63,61,56,67,71,52
IE2,Kyoto,Ace Irvin,MC,fuego,48,61,50,43,52,65,51,55,60,63
IE2,Kyoto,Aston Isher,MC,fuego,75,59,50,66,54,53,54,60,57,57
IE2,Kyoto,Darrel Jeeling,PR,bosque,31,64,52,47,60,68,46,58,59,53
IE2,Kyoto,Rolly Kerr,MC,aire,48,91,45,44,62,64,45,77,52,56
IE2,Kyoto,Erhardt Knead,DF,tierra,43,46,54,48,33,38,53,79,38,54
IE2,Kyoto,Ronny Knowles,DF,bosque,55,55,66,60,62,40,60,60,62,52
IE2,Kyoto,Joe Lamkin,MC,bosque,54,73,50,52,60,56,53,62,58,56
IE2,Kyoto,Pete LeGume,DF,fuego,64,82,81,62,68,62,64,67,64,60
IE2,Kyoto,Bo Ling,DF,bosque,44,72,58,45,55,79,50,56,57,52
IE2,Kyoto,Victor Mancey,DL,fuego,65,69,48,55,63,60,66,56,54,53
IE2,Kyoto,Chris Massey,DF,bosque,67,56,59,66,58,53,53,56,62,59
IE2,Kyoto,Ray Menn,DL,aire,54,73,45,45,62,56,61,68,63,61
IE2,Kyoto,Tim Mittus,DF,tierra,71,57,67,68,56,62,56,53,65,60
IE2,Kyoto,Alan Mode,DF,aire,52,50,51,56,58,48,40,47,63,62
IE2,Kyoto,Eric Motter,PR,tierra,32,47,96,49,53,60,79,53,54,59
IE2,Kyoto,Bill Mumm,DL,bosque,69,83,56,55,76,68,70,48,72,68
IE2,Kyoto,Spike Needle,PR,aire,28,40,64,42,32,39,60,71,59,54
IE2,Kyoto,Casey Novak,DF,bosque,58,64,86,60,64,51,69,57,62,63
IE2,Kyoto,Luke O'Cyte,DL,fuego,75,47,48,61,52,54,65,36,62,58
IE2,Kyoto,Dec O'Rator,DL,aire,64,54,31,55,62,50,45,49,54,59
IE2,Kyoto,Dave O'Resis,MC,bosque,49,54,44,48,52,48,44,51,55,52
IE2,Kyoto,Chris Pecracker,PR,tierra,35,55,52,52,57,66,44,54,60,62
IE2,Kyoto,Cerise Crane (Phoenix),MC,fuego,54,98,82,48,77,71,76,72,76,72
IE2,Kyoto,Nat Picker,MC,fuego,50,50,48,51,32,28,56,68,52,56
IE2,Kyoto,Tim Piece,DL,aire,55,69,43,47,61,54,60,66,60,62
IE2,Kyoto,Pete Pimento,DL,fuego,87,53,36,67,53,63,52,52,61,60
IE2,Kyoto,Mia Pitchford,DF,aire,59,66,80,62,68,47,67,55,60,54
IE2,Kyoto,Al Plates,DL,tierra,54,71,34,44,59,64,50,62,58,61
IE2,Kyoto,Walter Poseur,DF,aire,43,76,74,44,61,63,61,68,60,55
IE2,Kyoto,Penfold Pulper,DL,aire,52,62,43,41,52,59,59,71,64,62
IE2,Kyoto,Al Reddie,MC,bosque,51,65,48,49,53,60,50,63,63,56
IE2,Kyoto,Luther Rio,PR,aire,30,53,57,46,56,55,52,64,69,60
IE2,Kyoto,Andy Roff,DF,tierra,46,73,69,52,71,45,60,60,69,54
IE2,Kyoto,Ollie Seeker,MC,tierra,82,61,58,71,60,52,58,52,63,62
IE2,Kyoto,Ace Server,PR,aire,53,65,98,76,69,63,78,46,77,68
IE2,Kyoto,Marg Shuttle,MC,fuego,74,67,55,64,58,56,55,60,68,60
IE2,Kyoto,Lionel Silent,PR,fuego,52,71,67,76,71,58,56,60,63,60
IE2,Kyoto,Langley Span,DF,tierra,54,67,86,56,64,54,69,57,61,63
IE2,Kyoto,Sadey Stewer,MC,bosque,69,71,53,61,57,62,54,60,63,56
IE2,Kyoto,Drew Straws,DL,bosque,71,53,36,60,52,55,55,62,58,52
IE2,Kyoto,Lucille Strummon,DF,aire,68,50,80,66,60,63,64,28,64,55
IE2,Kyoto,Orpah Talkington,DL,bosque,59,48,53,52,44,43,71,69,68,64
IE2,Kyoto,Austin Tayssus,MC,bosque,51,74,47,47,56,69,47,58,63,57
IE2,Kyoto,Art Teest,MC,aire,54,69,74,53,64,50,71,56,64,52
IE2,Kyoto,Mick Thatcher,PR,tierra,30,63,52,44,59,72,44,54,52,61
IE2,Kyoto,Reg Thrift,DF,tierra,43,70,75,45,56,54,63,77,53,60
IE2,Kyoto,Tigh Gerwhite (Tiger),DL,tierra,97,83,56,79,76,44,79,71,40,68
IE2,Kyoto,Terry Pinn (Tortoise),PR,bosque,30,79,94,42,76,72,70,79,68,78
IE2,Kyoto,Callan Trens,DL,fuego,78,62,47,62,61,57,65,55,52,57
IE2,Kyoto,Jasmine Trier,DF,bosque,44,50,60,43,46,68,52,51,44,72
IE2,Kyoto,Richard Trogg,DL,fuego,63,56,53,54,53,47,71,72,64,65
IE2,Kyoto,Ollie Twister,DL,aire,72,52,35,59,53,60,52,52,53,60
IE2,Kyoto,Boe Tyer,PR,fuego,32,57,57,49,59,65,51,53,63,62
IE2,Kyoto,Percy Verence,DL,fuego,62,78,53,52,62,64,68,68,72,60
IE2,Kyoto,Ian Watchen,MC,bosque,59,94,74,55,70,61,67,72,72,60
IE2,Kyoto,Rip Winkle,MC,bosque,77,59,69,67,64,59,64,34,71,57
IE2,Kyoto,Willow Withers,MC,bosque,48,66,58,42,56,59,55,60,62,76
IE2,Kyoto,Bill Wordsworthy (Wordsy),MC,tierra,46,64,43,45,73,40,43,42,41,46
IE2,Ehime,Rip Airman,DF,tierra,45,54,60,48,52,54,53,65,66,59
IE2,Ehime,Dave Altair,DL,aire,76,64,42,61,63,57,58,53,69,60
IE2,Ehime,Terrence Anthem,DF,fuego,64,58,72,63,55,56,60,63,64,57
IE2,Ehime,Bruce Barkley,DL,fuego,98,86,54,78,77,55,68,70,76,77
IE2,Ehime,Hike Basher,DL,bosque,74,63,38,60,60,54,56,61,54,63
IE2,Ehime,Clef Bassett,MC,fuego,48,75,58,44,55,62,57,68,60,61
IE2,Ehime,Connor Bation,DL,bosque,64,49,30,55,59,45,41,44,56,61
IE2,Ehime,Will Bayeux,PR,tierra,40,51,74,61,57,55,62,58,55,52
IE2,Ehime,Fawn Blossom,DF,tierra,43,50,50,46,55,55,40,46,52,53
IE2,Ehime,Shaun Bonnie,DF,tierra,42,46,51,46,46,45,47,46,43,44
IE2,Ehime,Toya Boyde (Blizzard only),DF,fuego,44,49,52,49,53,44,48,54,51,47
IE2,Ehime,Sofia Brashier,DL,fuego,79,83,58,61,68,61,78,71,64,68
IE2,Ehime,Glenn Broth,DF,aire,51,60,69,55,60,52,61,60,52,56
IE2,Ehime,Madison Cabinet,PR,fuego,28,49,50,40,52,61,42,60,63,57
IE2,Ehime,Robin Catching,PR,fuego,30,51,52,48,49,51,48,78,49,47
IE2,Ehime,Rich Cave,PR,fuego,30,65,66,44,63,59,56,63,71,63
IE2,Ehime,Sonny Cinders,DF,aire,73,48,53,73,55,46,47,46,55,54
IE2,Ehime,Ash Cloud,DL,tierra,51,68,46,40,59,61,62,61,70,52
IE2,Ehime,Buster Clout,DF,fuego,61,72,87,60,62,63,69,59,56,63
IE2,Ehime,Percy Coldstair,DF,bosque,42,67,60,42,59,56,52,65,64,63
IE2,Ehime,Cal Cooler,DL,bosque,88,58,45,68,56,61,60,55,69,57
IE2,Ehime,Thomas Cott,PR,aire,33,55,63,53,59,53,56,63,59,56
IE2,Ehime,Chris Country,MC,aire,54,54,72,52,45,44,68,68,60,71
IE2,Ehime,Saul Dowd,DF,tierra,49,60,61,52,56,58,54,61,53,63
IE2,Ehime,Tabor Drummond,PR,tierra,28,40,57,40,34,29,55,61,58,57
IE2,Ehime,Yve Dunbar,PR,fuego,39,73,98,55,70,65,76,60,79,79
IE2,Ehime,Esther Egerer,DL,bosque,95,51,48,75,52,57,63,52,61,68
IE2,Ehime,Lee Figreene,DL,bosque,52,60,31,42,52,64,44,63,55,56
IE2,Ehime,Carey Filling,DF,bosque,40,46,50,40,47,48,43,42,48,48
IE2,Ehime,Alfie Fine,PR,bosque,46,44,86,66,52,52,69,50,68,57
IE2,Ehime,Sam Firman,PR,fuego,40,47,63,60,54,60,57,52,67,52
IE2,Ehime,Daryl Floor,DL,fuego,90,70,36,70,60,60,52,63,71,52
IE2,Ehime,Herbie Garnet,PR,bosque,32,43,50,50,48,61,43,44,44,52
IE2,Ehime,Pearson Gaze,DF,fuego,41,45,57,44,36,30,55,70,62,57
IE2,Ehime,Chloe Glazier,DF,aire,45,75,94,48,62,67,76,59,58,53
IE2,Ehime,Finn Geld (Gold),DL,bosque,98,78,59,79,68,77,79,43,79,46
IE2,Ehime,Stu Helmsley,PR,fuego,37,53,62,56,53,62,56,63,60,58
IE2,Ehime,Adam Hesive,DF,fuego,47,80,70,52,71,56,60,62,60,53
IE2,Ehime,Frank Homey,DF,tierra,41,59,62,40,53,60,53,64,68,60
IE2,Ehime,Sandy Hope,DF,tierra,70,48,87,68,58,52,70,32,60,63
IE2,Ehime,Ant Hophila,DF,tierra,45,71,58,49,59,55,52,71,59,59
IE2,Ehime,Florian Hutter,MC,fuego,58,58,53,55,54,52,56,59,62,57
IE2,Ehime,Chris Hypogee,MC,tierra,49,73,46,46,60,62,48,56,52,59
IE2,Ehime,Shaun Imago,DF,aire,40,45,57,42,36,30,55,60,60,60
IE2,Ehime,Arvin Inkwell,DF,aire,50,56,70,54,56,57,61,56,54,52
IE2,Ehime,Duncan Jump,DF,fuego,40,46,51,40,48,48,40,43,76,48
IE2,Ehime,Fonda Katz,MC,bosque,71,61,64,62,53,60,62,58,59,59
IE2,Ehime,Philippa Konik,MC,bosque,77,89,66,65,65,63,66,68,29,66
IE2,Ehime,Marcy Laise,MC,bosque,71,67,54,62,56,60,54,60,68,60
IE2,Ehime,Sayer Lemon,DF,fuego,47,67,57,52,61,54,52,63,59,53
IE2,Ehime,Iggy Loyaller,DL,bosque,73,50,44,61,62,53,62,34,64,53
IE2,Ehime,Bo Luger,DL,bosque,96,53,38,78,56,54,56,54,58,61
IE2,Ehime,Dave Lung,PR,aire,49,78,96,66,76,70,74,70,66,69
IE2,Ehime,Jody MacGough,DF,tierra,41,58,61,41,52,58,52,67,70,61
IE2,Ehime,Al Mannack,DF,tierra,41,66,77,40,56,63,63,63,60,55
IE2,Ehime,Bertram Manning,MC,aire,63,92,68,57,66,60,61,75,76,67
IE2,Ehime,Rhys Masher,MC,aire,62,53,46,58,52,49,48,45,55,61
IE2,Ehime,Archie Meades,PR,bosque,35,42,88,57,54,40,70,49,62,53
IE2,Ehime,Bill Moony,DL,tierra,96,56,42,79,53,56,60,64,61,52
IE2,Ehime,Hal Mullet,MC,aire,47,95,61,43,76,55,60,68,68,55
IE2,Ehime,Laurie Nowlin,DF,aire,44,50,51,49,53,52,44,53,55,47
IE2,Ehime,Hank O'Buff,PR,aire,30,65,75,46,61,60,62,66,67,52
IE2,Ehime,Kurt O'Graphy,DF,bosque,42,59,60,45,56,56,53,62,68,52
IE2,Ehime,Alton Oldhat,MC,tierra,65,58,43,60,62,48,40,47,60,62
IE2,Ehime,Marc O'Lepsy,DF,bosque,70,65,72,68,61,58,60,57,62,57
IE2,Ehime,Vanity Percy,PR,tierra,44,44,90,62,52,62,71,42,66,61
IE2,Ehime,Bill Phee,PR,bosque,49,46,71,70,52,52,60,60,69,60
IE2,Ehime,Anthony Phinder,DL,fuego,63,54,43,54,53,56,60,60,61,56
IE2,Ehime,Nancy Pickney,DF,bosque,53,53,51,56,60,51,41,49,54,63
IE2,Ehime,Tim Platton (Platinum),MC,tierra,54,78,50,52,60,60,53,63,60,52
IE2,Ehime,Nancy Polearm,DF,aire,61,84,89,60,69,63,68,69,70,64
IE2,Ehime,Peyton Pope,PR,fuego,40,52,69,60,62,52,58,53,62,61
IE2,Ehime,Webber Poster,MC,fuego,57,53,44,55,56,46,45,40,56,56
IE2,Ehime,Brian Presser,DL,tierra,72,74,48,59,68,56,65,57,55,63
IE2,Ehime,Paddy Prunus,PR,aire,33,46,60,52,60,48,53,48,61,63
IE2,Ehime,Beata Pummel,DL,fuego,50,79,48,29,64,62,61,68,71,70
IE2,Ehime,Luke Raffles,MC,bosque,70,72,51,62,59,56,52,63,68,60
IE2,Ehime,Ed Ripp,DF,tierra,41,54,73,42,52,53,60,65,70,57
IE2,Ehime,Clark Roach,MC,tierra,76,53,61,66,54,57,60,36,63,56
IE2,Ehime,Mac Robat,DL,bosque,78,86,56,61,76,58,71,70,78,65
IE2,Ehime,Rosy Roker,DF,bosque,44,68,67,46,54,63,55,69,69,63
IE2,Ehime,Phil Rosey,DL,fuego,64,68,51,54,64,56,69,57,54,60
IE2,Ehime,Haden Safe,DL,fuego,75,55,46,60,60,52,62,52,62,69
IE2,Ehime,Scrap Salvadge,PR,tierra,38,50,51,60,57,44,44,68,57,52
IE2,Ehime,Argento Salvage,DF,fuego,62,80,86,60,65,60,66,70,68,69
IE2,Ehime,Len Scapp,PR,tierra,28,41,60,41,36,33,56,74,56,63
IE2,Ehime,Phil Seebold,DL,aire,74,63,38,60,56,61,56,62,54,57
IE2,Ehime,Gabriel Shekinah,MC,aire,75,82,67,62,58,82,60,50,64,56
IE2,Ehime,Ames Shivers,PR,bosque,41,49,62,61,56,58,56,55,63,54
IE2,Ehime,Fen Skates,DL,fuego,58,68,46,52,70,44,65,57,65,52
IE2,Ehime,Sham Spike,MC,tierra,65,60,52,60,58,52,56,55,56,58
