nombre,posicion,juegos,ATT,CTL,DEF
Gustav Weathervane,DF,GO2 GO3 IE3,51,70,82
Guu,MC,GO3,60,67,52
Guy Dance,MC,IE1 IE2 IE3,58,71,63
Guy Forker,DF,IE1 IE2 IE3,47,51,64
Guy Kogan,DF,IE2 IE3,58,68,72
Guy L'Acier,DF,GO2,53,58,69
Guy Pinnay,MC,IE2 IE3,68,68,62
Guy l'Acier,DF,GO1,52,57,70
Guy-Jean Harvestman,DL,GO3,68,69,43
Guy-Jean Harvestman,MC,GO1 GO2,66,70,56
Gwen Slinga,DF,GO1 GO2 GO3,53,58,71
Gwyn Penn,PR,IE1 IE2 IE3,32,38,61
Gyll,DL,GO3,76,74,46
Gyll Netters,DL,IE2 IE3,60,56,44
Gyofu,DL,GO3,78,74,47
Hachinoshin Nitta,DF,GO3,42,45,76
Hachinosin Nitta,DF,GO2,43,45,77
Haden Safe,DL,IE2 IE3,70,68,48
Haden Seek,DL,IE1 IE2 IE3,61,74,43
Hairy,MC,GO2 GO3,67,80,58
Hajime Senkuro,DL,GO3,75,72,43
Hakki Kyo,DL,GO2 GO3,74,72,43
Hakuri Tarbai,DL,GO3,76,70,43
Hakutuwa Shii,MC,GO3,72,79,50
Hal Byrd,MC,GO1 GO2 GO3,73,73,42
Hal Istic,DL,GO1 GO2 GO3,74,65,36
Hal LeButt,PR,IE1 IE2 IE3,29,36,62
Hal Leeward,MC,IE1 IE2 IE3,69,79,58
Hal Löwén,MC,GO1 GO2 GO3,61,70,54
Hal Mullet,MC,IE1 IE2 IE3,57,79,60
Hale Quinn,DF,IE1 IE2 IE3,56,60,76
Hall Ailes,DF,GO3,49,53,77
Ham Signalman,MC,IE1 IE2 IE3,66,68,51
Hamilton Reith,DL,IE3,83,75,48
Hamish Voracio,MC,GO1 GO2 GO3,57,72,54
Hampton Harvard,MC,GO1 GO2 GO3,60,73,44
Haname Sasakure,PR,GO2 GO3,30,31,80
Hanamoha Jiirau,MC,GO3,75,79,53
Hanawa,DL,GO2,69,55,31
Hanawa Susuru,DL,GO3,68,55,30
Hanbee Yabe,DF,GO2 GO3,50,52,76
Handel Turnon,PR,IE1 IE2 IE3,32,30,62
Haniwa Paolo,DF,GO3,50,57,79
Hank Cranker,DL,IE2 IE3,67,69,52
Hank Ershef,MC,GO2 GO3 IE2 IE3,62,73,56
Hank Halberd,PR,IE1 IE2 IE3,37,34,71
Hank O'Buff,PR,IE1 IE2,30,40,72
Hank O'Chief,PR,IE1 IE2,34,34,62
Hank O’Buff,PR,IE3,30,37,71
Hank O’Chief,PR,IE3,33,33,63
Hank Saw,MC,GO1 GO2 GO3,70,76,49
Hank Shortman,MC,IE1 IE2 IE3,64,69,45
Hank Sullivan,MC,IE1 IE2 IE3,72,71,44
Hank Tennyson,MC,IE3,65,80,54
Hanna Slack,MC,IE2 IE3,70,71,54
Hannah Breer,DL,IE2 IE3,60,58,36
Hannibal Whipp,DF,IE2 IE3,44,62,60
Hanny Bawl,DL,GO1 GO2 GO3,72,61,37
Hans Bigger,DF,IE1 IE2 IE3,54,59,70
Hans Freesing,DF,IE2 IE3,62,66,75
Hans Popov,DF,IE3,70,61,60
Hans Randall,DL,IE1 IE2 IE3,72,58,39
Hardy Scrapper,DL,GO1 GO2,75,76,49
Harkness Torchwood,DL,GO1 GO3,76,70,36
Harley Hogg,PR,IE3,34,41,69
Harley Trotter,DL,IE1 IE2 IE3,75,69,47
Harly Profett,MC,IE1 IE2 IE3,71,66,64
Harold Derry,DF,IE1 IE2 IE3,40,45,74
Harold Oldings,PR,GO1 GO2 GO3,27,31,76
Harold Shields,DL,GO1 GO2 GO3,66,68,46
Harpo Kendrick,DL,GO2 IE2 IE3,72,75,43
Harpo Thermier,MC,IE2 IE3,66,66,68
Harriet Bunne,DL,GO1 GO2 GO3,69,65,36
Harriet Pynn,PR,GO1 GO2 GO3,29,36,76
Harriet Reaching,PR,GO2 GO3 IE2 IE3,34,36,74
Harrold Houdini,MC,GO1 GO2 GO3,76,78,56
Harry Angue,DF,IE2 IE3,50,62,71
Harry Boufante,DF,IE3,54,64,73
Harry Caine,PR,IE1 IE2 IE3,41,41,73
Harry Closs,DF,IE1 IE2 IE3,59,66,83
Harry DAire,DL,GO2,82,73,45
Harry Dwind,DL,GO1 GO3,78,70,47
Harry Harper,PR,IE1 IE2 IE3,29,34,71
Harry Keenan,DL,IE2 IE3,74,78,60
Harry Leading,DF,IE1 IE2 IE3,49,55,62
Harry Overton,PR,IE1 IE2 IE3,31,38,75
Harry Redcastle,MC,IE1 IE2 IE3,71,69,67
Harry Snake,DL,IE1 IE2 IE3,70,74,40
Hart O'Gold,DL,GO1 GO2 GO3,75,63,37
Hartwin Throbb,DL,GO1 GO2 GO3,81,72,39
Harvey Lifter,DF,IE1 IE2 IE3,50,55,65
Harvey Sweats,DL,IE1 IE2 IE3,74,66,53
Hasan Ahmed,DF,IE3,53,61,77
Haster Sabital,DF,GO3,54,64,81
Hattie Couture,MC,IE3,66,74,52
Hattomaa Medeppo,MC,GO3,68,74,43
Hauser,DF,GO2 IE2,52,58,78
Hayden Whyrl,DL,GO1 GO2 GO3,76,72,40
Haydn Woe,MC,IE3,55,67,41
Healey Proctor,MC,IE1 IE2 IE3,61,71,42
Heat,MC,GO2 IE2,64,78,58
Heath Cover,DF,IE1 IE2 IE3,51,50,63
Heath Freke,PR,IE1 IE2 IE3,38,36,66
Heath Planner,DF,IE2 IE3,43,60,67
Heath Rower,MC,IE1 IE2 IE3,66,68,54
Hebimos,DF,GO3,49,51,79
Hector Helio,PR,GO1 GO2 GO3 IE3,34,34,85
Hector Redding,DF,IE2 IE3,60,62,69
Hedwig Hodge,PR,IE3,32,35,69
Hedwig Setter,MC,IE3,62,61,47
Heezbie Heindyu,PR,GO1 GO2 GO3,30,35,77
Heidi Rood,DF,GO3 IE3,45,55,67
Heinrich Farber,DF,IE3,63,74,77
Hellen Hearth,DF,IE2 IE3,57,57,68
Helmut Hardy,MC,IE3,67,77,51
Helmut Hoarder,DL,IE3,75,59,33
Hemo,PR,GO3,31,39,72
Henry House,MC,GO1 GO3 IE1 IE2 IE3,64,76,64
Hephestus,DF,GO2 GO3,50,58,82
Hera,MC,GO2,72,71,52
Herb Ivore,DL,IE1 IE2 IE3,69,72,48
Herb Sherman,DF,IE1 IE2 IE3,50,62,86
Herbie Garnet,PR,GO2 GO3 IE2 IE3,30,30,68
Herc Bigsby,DF,IE1 IE2 IE3,53,61,76
Hercu,DF,GO3,55,60,81
Herman Beaumont,DF,GO3,51,59,75
Herman Chauvin,MC,GO2 GO3,68,74,59
Herman Muller,PR,IE1 IE2 IE3,25,28,66
Herman Samuel,MC,IE3,62,77,59
Herman Waldon,MC,IE1 IE2 IE3,83,80,75
Hermana de Tezcat,DF,GO3,47,61,80
Hermes,MC,GO3,65,73,55
Hernｲn Tｺvez,DF,IE3,52,65,84
Herschel De Villiers,DL,IE3,83,83,31
Hershel Layton,MC,GO2 GO3,70,82,62
Heyze,MC,GO2 GO3,66,78,61
Hick Idory,MC,GO3,75,81,60
Hide King,DF,IE2 IE3,48,61,75
Hidetoshi Nakata,MC,IE2 IE3,84,87,72
Hika Labyr,DF,GO3,56,55,76
Hike Basher,DL,IE1 IE2 IE3,70,71,43
Hilda Bronski,DL,IE2 IE3,73,68,50
Hilda Brunner,DL,GO1 GO2 GO3,78,71,47
Hillary Bush,MC,IE2 IE3,74,72,64
Himesh Himalaya,DF,GO1 GO2 GO3,44,58,73
"Hippolytus ""Hippo"" Horseriver",PR,GO3,26,25,75
Hippolytus Horseriver,PR,GO1 GO2,30,30,78
Hippos Kohlt,PR,GO2 GO3,36,36,82
Hiro Hughes,DL,GO2 GO3,82,76,46
Hiroshi Dot,MC,IE1 IE2 IE3,65,71,65
Hockorima Mile,DL,GO3,75,58,30
Hocus Sesame,DL,GO1 GO2 GO3,71,71,36
Hoichiro Ashiguro,DF,GO2 GO3,52,56,76
Hokuro Ayabe,DL,GO2 GO3,72,66,42
Hollis Ticure,DL,IE1 IE2 IE3,69,68,47
Holly Blue,DL,GO1 GO2 GO3,77,63,34
Holly Cricket,MC,IE1 IE2 IE3,68,74,62
Holly Marx,PR,IE3,36,31,66
Holly Mirror,DL,IE2 IE3,74,76,56
Holly Summers,MC,IE3,66,78,63
Holly Waters,DF,GO2 GO3,50,54,86
Homer Cooken,DL,GO1 GO2,71,64,40
Homer Grower,DF,IE1 IE2 IE3,49,56,82
Homer Pidgeon,DF,IE1 IE2 IE3,56,61,67
Homer Sockshell,DL,IE1 IE2 IE3,70,71,53
Honeena Shisangoo,DF,GO3,50,55,75
Honetsugu Genji,DF,GO3,46,48,78
Hoots Knightly,DF,IE2 IE3,60,68,76
Hopper Bata,MC,GO3,66,77,56
Horace Coop,DF,IE1 IE2 IE3,50,56,63
Horace Nelson,PR,IE1 IE2 IE3,37,34,69
Horace Onlign,DL,IE2 IE3,68,74,41
Horace Shlock,DL,IE2 IE3,66,72,40
Hornet Harcha,DL,GO3,75,73,45
Horty Courture,DL,IE1 IE2 IE3,60,62,36
Hotel,PR,GO2 GO3,34,34,78
Howard Robin,DF,GO1 GO2 GO3,49,61,76
Howie Itzer,DL,GO1 GO3,73,70,38
Hugh Dunnit,PR,IE2 IE3,42,38,80
Hugh Dyer,PR,IE1 IE2 IE3,31,38,66
Hugh Handy,DL,GO1 GO2 GO3,70,66,37
Hugh Makebe,PR,IE3,43,40,71
Hugh Marble,DF,IE1 IE2 IE3,54,55,62
Hugh Mumford,MC,GO2 GO3,68,84,58
Hugh Tinter,PR,IE2 IE3,42,36,76
Hugo Sauvage,DL,GO2 GO3,78,74,40
Hugo Tallgeese,MC,IE1 IE2 IE3,61,68,47
Hugues Baudet,MC,GO1 GO2,69,72,58
Hulk Flounder,PR,GO1 GO2 GO3,26,29,80
Humphrey Dictable,DF,GO1 GO2 GO3,45,51,77
Humphrey Hedrass,MC,GO1 GO2 GO3,64,66,42
Hunam Gurii,DF,GO3,55,60,80
Hunt Mercer,DF,GO1 GO3 IE3,52,54,73
Hunter Glory,MC,IE1 IE2 IE3,72,75,69
Hunter O'Mann,MC,GO2 GO3,62,80,64
Hunter Wanabi,PR,GO1 GO2 GO3,29,32,78
Huracán Zeta,DL,GO3,79,72,53
Hurley Kane,DF,GO1 GO2 GO3 IE2 IE3,64,64,76
Hwang Jun-Ho,DL,GO3,77,75,38
Hydia,DF,GO2,51,62,81
Hyperion Wise,MC,GO1 GO3,62,80,48
Iain Igma,DF,IE2 IE3,57,60,70
Ian Bick,DF,IE3,47,58,64
Ian C. Wincy,DF,IE3,51,66,84
Ian Fantile,DF,IE2 IE3,45,48,65
Ian Ferrum,DF,IE3,47,55,70
Ian Flappable,DL,GO2 GO3 IE3,76,76,45
Ian Fountry,MC,IE3,55,89,51
Ian Moray,MC,IE2 IE3,70,68,54
Ian Sights,PR,IE2 IE3,34,38,74
Ian Smith,DF,IE2 IE3,66,64,72
Ian Spike,PR,GO1 GO2 GO3,29,29,77
Ian Stager,DF,IE1 IE2 IE3,50,53,65
Ian Stein,MC,GO1 GO2 GO3,62,69,47
Ian Suffolk,MC,IE1 IE2 IE3,78,80,68
Ian Telektual,MC,IE2 IE3,69,72,54
Ian Watchen,MC,GO2 GO3 IE2 IE3,69,77,58
Iapetus Pierce,DF,GO1 GO2 GO3,46,60,81
Icarus Damselfly,DL,GO1 GO2 GO3,67,63,39
Icer,MC,GO2 GO3 IE2,72,81,60
Ichabod Stark,MC,GO1 GO2 GO3 IE3,70,76,52
Ichimasa,DF,GO2 GO3,52,52,73
Ientel,MC,GO1 GO2 GO3 IE3,71,76,59
Ifan Tassy,MC,IE1 IE2 IE3,69,67,56
Iggie Loo,DF,GO1 GO2 GO3,49,62,76
Iggy Heade,DL,GO1 GO2 GO3,72,62,41
Iggy Loyaller,DL,IE1 IE2 IE3,71,65,49
Iggy Russ,PR,IE1 IE2 IE3,43,38,82
Igor Ferreira,MC,IE3,70,85,62
Iiwatto,DL,GO3,82,76,46
Ikarasu,MC,GO3,73,78,49
Ike Banner,PR,IE1 IE2 IE3,34,38,64
Ike Doerflinger,DL,IE1 IE2 IE3,67,69,47
Ike Steiner,MC,IE1 IE2 IE3,58,70,78
Ikkatsu Kano,MC,GO2 GO3,68,74,58
In Chikita,DL,IE2 IE3,72,74,48
"Incus ""Squid"" Quid",DF,GO3,52,65,80
Incus Quid,DF,GO1 GO2,54,66,76
India,MC,GO2 GO3,64,76,56
Indigo Lazuli,PR,IE3,32,28,85
Indira Patil,PR,IE3,30,32,64
Indra Vayu,MC,GO3,75,81,61
"Indy ""Glacial"" Ferrante",MC,GO2 GO3,67,70,52
Indy Ferrante,MC,IE3,62,67,46
Indy Iffrent,PR,GO1 GO2 GO3,29,35,77
Indy Rockrolle,PR,GO1 GO2 GO3,30,33,77
Infinity Beyond,DL,GO1 GO2 GO3,82,70,38
Inke Marks,PR,IE3,38,41,72
Innes Caving,PR,IE1 IE2 IE3,28,31,69
Io,MC,IE2,65,76,71
Ireid Obies,PR,GO3,35,35,79
Irina Swift,DL,IE3,70,67,45
"Irotsuki ""Mesh"" Kara",DL,GO3,76,68,44
Irv Washinton,DF,IE1 IE2 IE3,44,47,60
Irving Gusher,DL,GO2 GO3 IE2 IE3,76,72,38
Irwin Hall,MC,IE1 IE2 IE3,55,60,40
Isaac Binks,DF,GO1 GO2 GO3,47,52,72
Isaac Celise,DL,GO1 GO2 GO3,77,62,42
Isaac Cｺsar,DL,IE3,77,88,37
Isaac Glass,DL,GO1 GO2 IE3,76,74,41
Isaac Goss,MC,IE1 IE2 IE3,72,67,52
Isabell Mish,MC,IE2 IE3,75,78,76
Isabelle Trick,MC,GO1 IE3,74,76,54
Isaiah Shutt,DL,IE1 IE2 IE3,72,72,46
Isami Kondo,DF,GO3,57,56,89
Ishida,DL,GO2,77,69,45
Ishindooo,DL,GO3,78,70,52
Ishmael Ahab,PR,GO1 GO2 GO3,29,33,78
Isla Pullens,PR,GO2 GO3 IE2 IE3,37,32,82
Isodoura Bouquet,DF,IE3,46,55,65
Isole Ucine,DF,GO3,52,58,78
Ivor Kernel,DL,GO1 GO2 GO3,74,67,42
Ivor Parrot,MC,IE1 IE2 IE3,69,62,50
Iwanu,PR,GO3,34,32,77
Iwaz,DL,GO3,79,78,48
Iyaa Zukku,DF,GO3,52,58,80
Izzy Island,DF,IE1 IE2 IE3,41,45,60
Izzy Island,MC,GO2,67,73,55
Izzy Jupiter,MC,IE3,66,76,67
Jabat,PR,GO3,32,30,75
"Jack ""Trades"" Tradesman",MC,GO2,63,78,59
Jack Alltrade,DF,GO2 GO3,51,64,86
Jack Balance,MC,GO2 GO3,62,66,48
Jack Frosty,DF,IE1 IE2 IE3,60,69,74
Jack Griddle,MC,IE2 IE3,71,70,58
Jack Knife,MC,GO2 GO3,64,72,56
Jack Lumbar,PR,IE1 IE2 IE3,34,34,73
Jack Mate,DF,IE1 IE2 IE3,58,64,76
Jack Nimble,DF,IE1 IE2 IE3,50,59,61
Jack O'Nonne,DL,GO2 GO3,74,60,41
Jack Pott,PR,IE1 IE2 IE3,32,36,67
Jack Skipper,PR,GO2 GO3,32,38,78
Jack Tradesman,DL,IE1 IE2 IE3,71,68,48
Jack Trumper,DL,IE1 IE2 IE3,63,72,36
Jack Wallside,DF,GO2 GO3 IE1 IE2 IE3,51,57,79
Jacko Lantern,MC,GO2 GO3,70,64,48
Jacko Lenton,DL,IE3,63,60,39
Jacky Lantern,PR,IE1 IE2 IE3,34,26,75
Jacob Grimley,DL,IE1 IE2 IE3,73,63,39
Jacqueline Rabbit,DL,GO2 GO3,66,64,38
Jacques Allemand,DF,IE3,59,55,78
Jacques Cinquini,DL,GO2 GO3,76,68,36
Jade Greene,DL,GO2 GO3,80,72,40
Jagur Meister,DL,GO2 GO3,67,58,44
Jak Hammerslam,DL,IE1 IE2 IE3,62,71,49
Jake Fana,DF,IE3,58,64,65
James Hearson,MC,IE2 IE3,56,60,40
James Strang,DL,IE2 IE3,65,68,48
Jamie Cool,MC,IE1 IE2 IE3,58,60,46
Jamila Wali,DF,IE3,48,66,79
Jan Jared,DF,GO2 GO3 IE2 IE3,48,53,71
Jan Oster,MC,IE3,71,80,56
Jan Suuparo,DL,GO3,74,65,46
Jane Ledbelly,DF,IE2 IE3,44,52,66
Janice Queen,MC,GO2 GO3,63,74,58
Janine Brook,PR,IE2 IE3,36,40,73
Janus,MC,GO2 GO3 IE2 IE3,75,77,53
Jared Dapplegrey,DF,GO2 GO3,50,54,76
Jarell Mangrove,DF,IE3,54,62,71
Jari Barasu,DL,GO3,73,71,37
Jarmon Fisk,DF,IE2 IE3,49,60,73
Jasmin Trier,DF,IE2 IE3,46,54,66
Jasmine Veile,DL,IE2 IE3,76,71,56
Jason Jones,DF,IE1 IE2 IE3,51,60,69
Jason Strike,DF,IE1 IE2 IE3,51,60,65
Jay Archer,DL,IE1 IE2 IE3,66,72,50
Jay Asher,DF,IE2 IE3,63,66,74
Jay Pan,PR,IE1 IE2 IE3,36,38,66
Jay Yuu,PR,GO2 GO3,29,30,77
Jaymes Randie,DF,GO3,51,61,77
Jazzy Hedgeer,DL,IE3,62,79,61
Jean Darc,DF,GO1 GO2 GO3,49,51,78
Jean Gutain,DF,IE3,53,59,72
Jean-Luc Janeway,DL,GO2 GO3,74,76,38
Jean-Luc Yesneway,DL,GO1,63,75,35
Jean-Pierre Lapin,DF,GO1,46,53,78
Jean-Pierre Lapin,PR,GO2,30,35,78
Jeanie Tanner,MC,IE3,55,60,40
Jebb Ettow,DL,IE1 IE2 IE3,71,71,44
Jeeves Dropper,MC,IE1 IE2 IE3,60,73,53
Jeff Iron,DF,GO1 IE1 IE2 IE3,57,66,76
Jeku Hydia,DF,GO3,50,61,81
Jem Paste,PR,IE1 IE2 IE3,30,37,68
"Jemima ""Jelly"" Ellison",MC,GO2 GO3,62,71,42
Jemima Ellison,MC,GO1,72,79,48
Jen DeRites,DL,IE3,60,58,30
Jen Erris,PR,IE3,36,33,78
Jen Miniver,MC,IE3,66,68,55
Jen Quibble,PR,IE1 IE2 IE3,32,37,76
Jenral Gaim,DF,GO1 GO2 GO3,50,60,84
Jens Hoffman,DL,IE3,75,86,49
Jeongsu Cho,PR,IE3,33,33,82
Jerry Bateman,DL,IE2 IE3,66,66,40
Jerry Fulton,DF,IE1 IE2 IE3,51,61,74
Jerry Onimo,MC,GO1 GO2 GO3,63,70,64
Jess Uplement,MC,IE1 IE2 IE3,64,66,41
Jess Winkles,DL,GO2 GO3 IE2 IE3,71,70,42
Jesse Spiller,DF,IE2 IE3,59,62,71
Jet Onyx,DF,GO1 GO2 GO3,47,56,77
Jetaime Horitara,PR,GO2 GO3,30,34,79
Jez Shell,MC,IE1 IE2 IE3,66,72,58
Jezebeth,MC,IE3,83,79,59
Ji Tenn,DL,GO2 GO3,74,69,40
Ji Tenn HyperDrive,DL,GO3,73,68,41
Ji-Hoon,MC,GO3,67,72,44
Jib Spinaker,DL,IE3,70,65,38
Jig Charleston,MC,IE1 IE2 IE3,70,78,57
Jim Bunner,PR,IE2 IE3,32,38,70
Jim Cook,DF,IE1 IE2 IE3,49,55,60
Jim Flareson,DL,IE3,68,87,42
Jim Hillfort,DF,IE1 IE2 IE3,54,63,68
Jim Landing,DF,IE3,55,67,79
Jim Lawrenson,DL,IE1 IE2 IE3,69,70,51
Jim Makegood,DL,IE1 IE2 IE3,63,69,46
Jim Nastick,DL,IE1 IE2 IE3,70,70,49
Jim Reed,DF,IE1 IE2 IE3,43,50,64
Jim Sweatman,PR,IE1 IE2 IE3,29,36,64
Jim Wraith,DF,GO1 GO2 GO3 IE1 IE2 IE3,54,60,75
Jimbo Cellar,PR,IE2 IE3,32,40,78
Jimi Gaines,DF,IE3,58,60,80
Jimmy Brim,DF,IE2 IE3,45,52,65
Jimmy Kyrk,DL,GO1 GO2 GO3,76,68,48
Jimmy Mach,DL,GO2 GO3 IE1 IE2 IE3,70,77,45
Jingo,DF,GO2 GO3,50,56,72
Jinpei Ashiga,DF,GO2 GO3,48,52,72
Jitokku,PR,GO3,34,34,77
Jo Rinsho,MC,GO3,74,86,58
Joachim Zooner,MC,IE3,85,82,70
Joaquine Downtown,DF,GO3 IE2 IE3,54,59,75
Joaquín Coronado,DF,GO1 GO2 GO3,46,59,72
Jody MacGough,DF,IE1 IE2 IE3,44,59,67
"Joe ""Meister X"" Bloggs",MC,GO2 GO3,70,88,58
Joe Bajie,MC,IE3,67,73,54
Joe Bloggs,MC,GO1,68,84,47
Joe Chugger,DF,IE2 IE3,58,70,78
Joe Dawes,DL,GO3 IE3,80,66,36
Joe Divide,DL,IE2 IE3,70,70,44
Joe Ingram,PR,IE1 IE2 IE3,28,36,79
Joe Java,MC,IE3,68,74,66
Joe Kenneddy,DL,IE2 IE3,72,78,53
Joe Lamkin,MC,IE1 IE2 IE3,64,72,52
Joe Leggit,MC,GO1 GO2 GO3,61,74,53
Joe Nalist,PR,IE1 IE2 IE3,37,30,75
Joe Poker,DL,IE2 IE3,68,77,40
Joe Rassock,PR,IE1 IE2 IE3,30,35,64
Joe Small,MC,IE1 IE2 IE3,55,68,70
Joe Stick,MC,IE1 IE2 IE3,62,72,44
Joe Straiter,PR,IE1 IE2 IE3,33,33,77
Johan Tassman,DL,GO2 GO3 IE1 IE2 IE3,74,74,38
Johann Storm,PR,GO1 GO3,31,38,78
John Baird,MC,IE1 IE2 IE3,66,70,64
John Bleach,DL,IE2 IE3,63,68,44
John Bloom,MC,IE1 IE2 IE3,71,83,66
John Coralli,PR,IE1 IE2 IE3,42,32,68
John Corder,DL,IE1 IE2 IE3,69,74,48
John Demi,DF,IE1 IE2 IE3,56,63,77
John Maggie,DF,IE1 IE2 IE3,67,64,79
John Neville,PR,IE1 IE2 IE3,44,36,84
John Reynolds,DL,IE1 IE2 IE3,73,70,42
Johnny Kato,DL,GO2 GO3,72,68,36
Jomon Doogu,DL,GO3,79,68,38
Jon Driedon,DL,IE1 IE2 IE3,60,69,50
Jon Gleur,DF,GO1 GO2 GO3,46,52,73
Jon Himmel,DL,GO1 GO2 GO3,74,74,41
Jon Izumo,DL,IE2 IE3,71,75,56
Jon Quill,DL,IE1 IE2 IE3,74,70,42
Jonah Spark,MC,IE2 IE3,70,78,62
Jonah Troutman,DL,IE1 IE2 IE3,65,72,39
Jonas Demetrius,DL,GO1 IE1 IE2 IE3,80,76,46
Jonas Polk,MC,IE3,80,80,61
Jonathan Luckyman,DL,GO3 IE2 IE3,75,74,48
Jonathan Seller,DL,IE1 IE2 IE3,68,64,37
Jonny Gascoigne,DF,IE3,54,69,81
Jonny Strutt,DL,IE1 IE2 IE3,61,63,42
Jools Iceberg,DL,IE1 IE2 IE3,66,68,38
Joon-Ho Ja,MC,IE3,67,70,59
Jor Braykur,DF,GO2 GO3,44,45,75
Jordan Greenway,MC,GO1 GO3 IE3,72,74,56
Jorge Ortega,PR,IE3,34,34,88
Joseph King,PR,GO1 GO2 GO3 IE1 IE2 IE3,35,36,80
Joseph Yosemite,DL,IE1 IE2 IE3,73,78,58
Josh Nathaniel,MC,IE1 IE2 IE3,76,82,72
Josh Rogan,MC,IE1 IE2 IE3,65,68,46
Josh Spear,DL,IE1 IE2 IE3,69,69,49
Joshua Bleak,DL,GO1 GO2 GO3,75,73,40
Joss Fool,MC,GO3,76,85,56
Joston Easton,DL,IE2 IE3,71,80,48
Josｺ Costa,DF,IE3,44,54,83
Joy Seeker,DL,IE3,64,60,34
Juan Avis,MC,GO1 GO3,72,78,65
Juan Espindola,PR,IE3,34,33,85
Juan Nadal,MC,IE3,57,88,48
Juan Word,PR,IE2 IE3,34,32,64
Juana de Arco,DF,GO2 GO3,52,63,79
Judas Deathcap,MC,IE3,57,72,48
Jude Ellery,MC,IE3,63,84,52
Jude Gordon,PR,GO3,30,33,77
Jude Osbourne,DF,GO1 GO2,51,66,76
Jude Sharp,MC,GO1 GO2 GO3 IE1 IE2 IE3,77,82,65
Judge Jury,MC,IE3,75,73,60
Judie,DL,GO3,74,67,43
Juleb,MC,GO3,77,88,62
Julia Blaze,MC,GO2,74,79,53
Julia Mason,PR,GO2 GO3 IE3,29,31,75
Julian Siezer,DL,IE1 IE2 IE3,60,55,43
Julien Rousseau,MC,GO1 GO2 GO3 IE3,72,78,57
Juliet,DL,GO2,76,73,35
Julieta,DL,GO3,76,71,34
Julio Acosta,DF,IE3,62,68,82
Julius Molehill,DF,IE1 IE2 IE3,54,58,64
Julius Vernon,PR,IE1 IE2 IE3,41,27,80
June Stagner,DF,IE2 IE3,52,60,70
Jung-Hoon Yi,MC,IE3,65,79,72
Junior Cage,DF,IE2 IE3,44,64,70
Junior Fardream,MC,IE2 IE3,72,72,66
Junior Gambit,MC,IE2 IE3,62,74,54
Jupiter Jumper,MC,IE1 IE2 IE3,67,74,58
Justice Gavel,DF,IE3,47,54,65
Justin Cush,PR,IE2 IE3,40,40,79
Justin Primm,PR,IE2 IE3,31,34,66
Jynx Jenkins,DF,GO1 GO2 GO3 IE3,51,60,80
Jyogu,PR,GO3,35,39,84
Jｺrﾅme Hervaud,DL,IE3,75,82,44
K'aran Uogu,MC,GO3,71,76,58
Ka,DL,GO2,81,77,43
Kaakapoo,DL,GO3,75,69,43
Kaburo Hayama,DL,GO2 GO3,74,72,38
Kagero,DF,GO3,49,58,81
Kahwack,PR,GO3,32,29,75
Kakgun,DL,GO3,74,67,40
Kakizoe Suzuna,DL,GO3,75,68,37
Kakui Ten,PR,GO2,31,26,80
Kal A-HHari,DL,GO3,77,75,39
"Kamei ""Kamere"" Reo",DF,GO3,49,55,70
Kamil Sadid,DF,GO3,43,55,75
Kanchu Ko,MC,GO2,74,76,66
Kandhul Lai,DL,GO2 IE3,72,66,39
Kankoodo Riganaaku,MC,GO3,74,78,43
Kanzashy Fuucho,PR,GO3,35,36,82
Kaolan Sagot,MC,GO3,71,73,48
Karab,DL,GO3,73,61,45
Karen Ripton,MC,IE3,72,78,56
Karl Blue,MC,IE1 IE2 IE3,58,62,41
Karl Kappa,PR,GO1 GO2 GO3 IE3,32,30,75
Kasim Bador,DL,GO3,76,74,45
Kate Later,DF,IE2 IE3,51,64,62
Kath Leaflin,DF,IE2 IE3,50,57,68
Katie Brown,MC,GO1 GO3 IE3,69,76,52
Katsu,DF,GO2 GO3,46,56,78
Katy Punter,DF,IE2 IE3,50,58,66
Katya,MC,GO2,74,85,63
Katya Felis,MC,GO3,72,84,62
"Kay ""KMC"" Emcee",DL,GO2 GO3,74,64,44
Kay Acker,DL,IE1 IE2 IE3,68,75,48
Kay Emcee,DL,GO1 IE3,70,66,39
Kay Gateley,DL,IE2 IE3,72,74,52
Kay Zirro,MC,GO2 GO3,64,74,54
Kaya Haskell,DL,IE2 IE3,74,64,50
Kayson,DF,IE2,63,68,72
Kayson Wattever,DF,IE3,59,66,75
Kazach,DF,GO2 GO3,50,58,80
Kazary,PR,GO3,31,34,77
Keane Gardner,DF,GO1 GO2 GO3,51,57,72
Keanu Dell,DL,IE1 IE2 IE3,65,71,40
Keeley Hall,MC,GO1 GO2 GO3,67,65,61
Keenan Brainard,MC,IE1 IE2 IE3,62,72,59
Keenan DiFortune,PR,IE3,34,37,67
Keenan Guru,DF,IE3,43,51,60
Keenan Mustard,DL,GO2 GO3,76,74,36
Keenan Sharpe,DF,GO3,48,59,85
Keifer Tiliser,DF,IE1 IE2 IE3,59,63,74
Keigo Tsunoda,MC,GO1,67,86,47
Keir Mudgeon,MC,GO1 GO2 GO3,64,74,51
Keith Ryan,MC,IE3,77,72,65
Keith Wellington,DF,GO1 GO2 GO3,51,57,74
Kelly Scrivens,MC,GO2 GO3 IE2 IE3,62,64,49
Ken Broad,MC,IE1 IE2 IE3,55,60,52
