nombre,posicion,juegos,ATT,CTL,DEF
Gustav Weathervane,DF,GO2 GO3 IE3,54,70,80
Guu,MC,GO3,65,69,58
Guy Dance,MC,IE1 IE2 IE3,62,74,67
Guy Forker,DF,IE1 IE2 IE3,49,52,61
Guy Kogan,DF,IE2 IE3,60,68,70
Guy L'Acier,DF,GO2,56,59,66
Guy Pinnay,MC,IE2 IE3,73,70,66
Guy l'Acier,DF,GO1,55,58,67
Guy-Jean Harvestman,DL,GO3,70,69,42
Guy-Jean Harvestman,MC,GO1 GO2,72,73,62
Gwen Slinga,DF,GO1 GO2 GO3,56,59,69
Gwyn Penn,PR,IE1 IE2 IE3,34,37,70
Gyll,DL,GO3,79,73,45
Gyll Netters,DL,IE2 IE3,62,56,44
Gyofu,DL,GO3,80,74,45
Hachinoshin Nitta,DF,GO3,43,45,73
Hachinosin Nitta,DF,GO2,44,45,74
Haden Safe,DL,IE2 IE3,72,67,46
Haden Seek,DL,IE1 IE2 IE3,63,73,42
Hairy,MC,GO2 GO3,72,82,64
Hajime Senkuro,DL,GO3,78,71,42
Hakki Kyo,DL,GO2 GO3,76,72,42
Hakuri Tarbai,DL,GO3,78,70,42
Hakutuwa Shii,MC,GO3,76,80,56
Hal Byrd,MC,GO1 GO2 GO3,77,76,47
Hal Istic,DL,GO1 GO2 GO3,77,64,34
Hal LeButt,PR,IE1 IE2 IE3,30,35,70
Hal Leeward,MC,IE1 IE2 IE3,74,81,64
Hal Löwén,MC,GO1 GO2 GO3,66,72,60
Hal Mullet,MC,IE1 IE2 IE3,61,81,65
Hale Quinn,DF,IE1 IE2 IE3,59,61,73
Hall Ailes,DF,GO3,53,53,74
Ham Signalman,MC,IE1 IE2 IE3,71,71,57
Hamilton Reith,DL,IE3,85,75,46
Hamish Voracio,MC,GO1 GO2 GO3,61,75,60
Hampton Harvard,MC,GO1 GO2 GO3,64,76,49
Haname Sasakure,PR,GO2 GO3,32,30,82
Hanamoha Jiirau,MC,GO3,78,81,58
Hanawa,DL,GO2,72,55,29
Hanawa Susuru,DL,GO3,71,55,28
Hanbee Yabe,DF,GO2 GO3,54,54,74
Handel Turnon,PR,IE1 IE2 IE3,34,30,70
Haniwa Paolo,DF,GO3,54,58,76
Hank Cranker,DL,IE2 IE3,70,68,49
Hank Ershef,MC,GO2 GO3 IE2 IE3,67,75,62
Hank Halberd,PR,IE1 IE2 IE3,38,33,76
Hank O'Buff,PR,IE1 IE2,32,38,76
Hank O'Chief,PR,IE1 IE2,36,34,70
Hank O’Buff,PR,IE3,31,36,75
Hank O’Chief,PR,IE3,34,32,71
Hank Saw,MC,GO1 GO2 GO3,74,78,56
Hank Shortman,MC,IE1 IE2 IE3,68,72,51
Hank Sullivan,MC,IE1 IE2 IE3,75,73,50
Hank Tennyson,MC,IE3,70,82,60
Hanna Slack,MC,IE2 IE3,74,74,60
Hannah Breer,DL,IE2 IE3,62,57,36
Hannibal Whipp,DF,IE2 IE3,46,63,58
Hanny Bawl,DL,GO1 GO2 GO3,75,61,36
Hans Bigger,DF,IE1 IE2 IE3,57,60,67
Hans Freesing,DF,IE2 IE3,64,66,72
Hans Popov,DF,IE3,70,62,58
Hans Randall,DL,IE1 IE2 IE3,75,58,38
Hardy Scrapper,DL,GO1 GO2,78,76,47
Harkness Torchwood,DL,GO1 GO3,79,70,36
Harley Hogg,PR,IE3,35,41,74
Harley Trotter,DL,IE1 IE2 IE3,78,69,46
Harly Profett,MC,IE1 IE2 IE3,75,69,68
Harold Derry,DF,IE1 IE2 IE3,40,45,71
Harold Oldings,PR,GO1 GO2 GO3,28,31,79
Harold Shields,DL,GO1 GO2 GO3,68,68,45
Harpo Kendrick,DL,GO2 IE2 IE3,76,74,41
Harpo Thermier,MC,IE2 IE3,71,68,71
Harriet Bunne,DL,GO1 GO2 GO3,71,65,34
Harriet Pynn,PR,GO1 GO2 GO3,31,36,78
Harriet Reaching,PR,GO2 GO3 IE2 IE3,36,36,78
Harrold Houdini,MC,GO1 GO2 GO3,78,80,62
Harry Angue,DF,IE2 IE3,53,64,68
Harry Boufante,DF,IE3,57,65,70
Harry Caine,PR,IE1 IE2 IE3,42,41,77
Harry Closs,DF,IE1 IE2 IE3,61,67,80
Harry DAire,DL,GO2,83,72,44
Harry Dwind,DL,GO1 GO3,80,69,45
Harry Harper,PR,IE1 IE2 IE3,30,33,75
Harry Keenan,DL,IE2 IE3,77,78,56
Harry Leading,DF,IE1 IE2 IE3,52,56,60
Harry Overton,PR,IE1 IE2 IE3,32,37,78
Harry Redcastle,MC,IE1 IE2 IE3,75,71,70
Harry Snake,DL,IE1 IE2 IE3,72,74,39
Hart O'Gold,DL,GO1 GO2 GO3,78,63,36
Hartwin Throbb,DL,GO1 GO2 GO3,82,71,37
Harvey Lifter,DF,IE1 IE2 IE3,53,56,63
Harvey Sweats,DL,IE1 IE2 IE3,77,66,50
Hasan Ahmed,DF,IE3,56,62,74
Haster Sabital,DF,GO3,57,64,78
Hattie Couture,MC,IE3,71,77,58
Hattomaa Medeppo,MC,GO3,73,77,48
Hauser,DF,GO2 IE2,54,58,74
Hayden Whyrl,DL,GO1 GO2 GO3,78,72,39
Haydn Woe,MC,IE3,58,69,46
Healey Proctor,MC,IE1 IE2 IE3,65,73,48
Heat,MC,GO2 IE2,69,80,64
Heath Cover,DF,IE1 IE2 IE3,54,51,61
Heath Freke,PR,IE1 IE2 IE3,39,35,73
Heath Planner,DF,IE2 IE3,44,61,64
Heath Rower,MC,IE1 IE2 IE3,71,71,60
Hebimos,DF,GO3,53,51,76
Hector Helio,PR,GO1 GO2 GO3 IE3,35,33,86
Hector Redding,DF,IE2 IE3,62,62,66
Hedwig Hodge,PR,IE3,33,34,74
Hedwig Setter,MC,IE3,66,63,52
Heezbie Heindyu,PR,GO1 GO2 GO3,31,34,80
Heidi Rood,DF,GO3 IE3,46,56,65
Heinrich Farber,DF,IE3,64,74,74
Hellen Hearth,DF,IE2 IE3,60,58,66
Helmut Hardy,MC,IE3,72,79,56
Helmut Hoarder,DL,IE3,78,59,31
Hemo,PR,GO3,32,38,76
Henry House,MC,GO1 GO3 IE1 IE2 IE3,68,78,68
Hephestus,DF,GO2 GO3,54,60,78
Hera,MC,GO2,76,74,58
Herb Ivore,DL,IE1 IE2 IE3,72,71,46
Herb Sherman,DF,IE1 IE2 IE3,53,63,83
Herbie Garnet,PR,GO2 GO3 IE2 IE3,31,29,74
Herc Bigsby,DF,IE1 IE2 IE3,56,62,74
Hercu,DF,GO3,57,61,78
Herman Beaumont,DF,GO3,55,60,72
Herman Chauvin,MC,GO2 GO3,74,76,64
Herman Muller,PR,IE1 IE2 IE3,25,28,73
Herman Samuel,MC,IE3,66,79,64
Herman Waldon,MC,IE1 IE2 IE3,84,82,76
Hermana de Tezcat,DF,GO3,49,62,77
Hermes,MC,GO3,70,76,61
Hernｲn Tｺvez,DF,IE3,55,66,81
Herschel De Villiers,DL,IE3,84,81,29
Hershel Layton,MC,GO2 GO3,74,82,68
Heyze,MC,GO2 GO3,71,80,66
Hick Idory,MC,GO3,78,83,65
Hide King,DF,IE2 IE3,50,62,72
Hidetoshi Nakata,MC,IE2 IE3,85,88,75
Hika Labyr,DF,GO3,58,55,73
Hike Basher,DL,IE1 IE2 IE3,73,70,42
Hilda Bronski,DL,IE2 IE3,76,68,48
Hilda Brunner,DL,GO1 GO2 GO3,80,70,46
Hillary Bush,MC,IE2 IE3,77,76,68
Himesh Himalaya,DF,GO1 GO2 GO3,46,59,70
"Hippolytus ""Hippo"" Horseriver",PR,GO3,26,25,78
Hippolytus Horseriver,PR,GO1 GO2,30,29,80
Hippos Kohlt,PR,GO2 GO3,36,34,84
Hiro Hughes,DL,GO2 GO3,83,76,44
Hiroshi Dot,MC,IE1 IE2 IE3,70,73,69
Hockorima Mile,DL,GO3,77,58,28
Hocus Sesame,DL,GO1 GO2 GO3,74,70,34
Hoichiro Ashiguro,DF,GO2 GO3,56,56,74
Hokuro Ayabe,DL,GO2 GO3,74,66,42
Hollis Ticure,DL,IE1 IE2 IE3,72,68,45
Holly Blue,DL,GO1 GO2 GO3,79,63,32
Holly Cricket,MC,IE1 IE2 IE3,73,76,66
Holly Marx,PR,IE3,37,30,73
Holly Mirror,DL,IE2 IE3,76,74,53
Holly Summers,MC,IE3,71,80,68
Holly Waters,DF,GO2 GO3,54,56,83
Homer Cooken,DL,GO1 GO2,74,64,39
Homer Grower,DF,IE1 IE2 IE3,52,57,79
Homer Pidgeon,DF,IE1 IE2 IE3,58,62,65
Homer Sockshell,DL,IE1 IE2 IE3,73,70,50
Honeena Shisangoo,DF,GO3,54,55,72
Honetsugu Genji,DF,GO3,48,48,75
Hoots Knightly,DF,IE2 IE3,62,68,74
Hopper Bata,MC,GO3,71,79,62
Horace Coop,DF,IE1 IE2 IE3,53,57,61
Horace Nelson,PR,IE1 IE2 IE3,38,33,74
Horace Onlign,DL,IE2 IE3,70,72,40
Horace Shlock,DL,IE2 IE3,70,71,39
Hornet Harcha,DL,GO3,78,72,44
Horty Courture,DL,IE1 IE2 IE3,62,61,34
Hotel,PR,GO2 GO3,36,34,80
Howard Robin,DF,GO1 GO2 GO3,52,62,74
Howie Itzer,DL,GO1 GO3,76,70,36
Hugh Dunnit,PR,IE2 IE3,42,37,82
Hugh Dyer,PR,IE1 IE2 IE3,32,37,73
Hugh Handy,DL,GO1 GO2 GO3,73,66,35
Hugh Makebe,PR,IE3,43,40,76
Hugh Marble,DF,IE1 IE2 IE3,57,56,60
Hugh Mumford,MC,GO2 GO3,72,84,64
Hugh Tinter,PR,IE2 IE3,42,36,78
Hugo Sauvage,DL,GO2 GO3,81,74,40
Hugo Tallgeese,MC,IE1 IE2 IE3,64,70,53
Hugues Baudet,MC,GO1 GO2,74,74,64
Hulk Flounder,PR,GO1 GO2 GO3,27,28,82
Humphrey Dictable,DF,GO1 GO2 GO3,47,51,74
Humphrey Hedrass,MC,GO1 GO2 GO3,68,68,47
Hunam Gurii,DF,GO3,57,61,77
Hunt Mercer,DF,GO1 GO3 IE3,54,54,70
Hunter Glory,MC,IE1 IE2 IE3,76,77,72
Hunter O'Mann,MC,GO2 GO3,67,82,68
Hunter Wanabi,PR,GO1 GO2 GO3,30,31,80
Huracán Zeta,DL,GO3,81,72,51
Hurley Kane,DF,GO1 GO2 GO3 IE2 IE3,65,64,73
Hwang Jun-Ho,DL,GO3,79,74,37
Hydia,DF,GO2,54,63,79
Hyperion Wise,MC,GO1 GO3,66,82,53
Iain Igma,DF,IE2 IE3,60,60,68
Ian Bick,DF,IE3,50,59,62
Ian C. Wincy,DF,IE3,54,66,81
Ian Fantile,DF,IE2 IE3,46,48,62
Ian Ferrum,DF,IE3,49,56,68
Ian Flappable,DL,GO2 GO3 IE3,79,76,44
Ian Fountry,MC,IE3,58,89,56
Ian Moray,MC,IE2 IE3,74,70,60
Ian Sights,PR,IE2 IE3,35,37,78
Ian Smith,DF,IE2 IE3,67,65,68
Ian Spike,PR,GO1 GO2 GO3,30,29,80
Ian Stager,DF,IE1 IE2 IE3,50,53,62
Ian Stein,MC,GO1 GO2 GO3,66,72,52
Ian Suffolk,MC,IE1 IE2 IE3,80,81,71
Ian Telektual,MC,IE2 IE3,74,74,60
Ian Watchen,MC,GO2 GO3 IE2 IE3,74,79,62
Iapetus Pierce,DF,GO1 GO2 GO3,48,61,79
Icarus Damselfly,DL,GO1 GO2 GO3,70,63,38
Icer,MC,GO2 GO3 IE2,76,82,65
Ichabod Stark,MC,GO1 GO2 GO3 IE3,74,78,58
Ichimasa,DF,GO2 GO3,56,54,70
Ientel,MC,GO1 GO2 GO3 IE3,75,78,64
Ifan Tassy,MC,IE1 IE2 IE3,74,69,62
Iggie Loo,DF,GO1 GO2 GO3,52,63,73
Iggy Heade,DL,GO1 GO2 GO3,75,62,40
Iggy Loyaller,DL,IE1 IE2 IE3,73,64,47
Iggy Russ,PR,IE1 IE2 IE3,43,38,83
Igor Ferreira,MC,IE3,74,86,67
Iiwatto,DL,GO3,83,75,45
Ikarasu,MC,GO3,77,80,55
Ike Banner,PR,IE1 IE2 IE3,36,37,71
Ike Doerflinger,DL,IE1 IE2 IE3,70,69,46
Ike Steiner,MC,IE1 IE2 IE3,62,73,79
Ikkatsu Kano,MC,GO2 GO3,74,77,63
In Chikita,DL,IE2 IE3,76,72,46
"Incus ""Squid"" Quid",DF,GO3,55,66,77
Incus Quid,DF,GO1 GO2,56,67,74
India,MC,GO2 GO3,68,78,62
Indigo Lazuli,PR,IE3,34,28,85
Indira Patil,PR,IE3,31,31,71
Indra Vayu,MC,GO3,78,82,66
"Indy ""Glacial"" Ferrante",MC,GO2 GO3,72,72,58
Indy Ferrante,MC,IE3,67,70,51
Indy Iffrent,PR,GO1 GO2 GO3,31,34,80
Indy Rockrolle,PR,GO1 GO2 GO3,31,32,79
Infinity Beyond,DL,GO1 GO2 GO3,83,70,36
Inke Marks,PR,IE3,39,40,76
Innes Caving,PR,IE1 IE2 IE3,29,30,74
Io,MC,IE2,70,78,73
Ireid Obies,PR,GO3,36,34,81
Irina Swift,DL,IE3,73,66,43
"Irotsuki ""Mesh"" Kara",DL,GO3,79,68,43
Irv Washinton,DF,IE1 IE2 IE3,46,47,58
Irving Gusher,DL,GO2 GO3 IE2 IE3,78,72,37
Irwin Hall,MC,IE1 IE2 IE3,58,62,45
Isaac Binks,DF,GO1 GO2 GO3,50,53,69
Isaac Celise,DL,GO1 GO2 GO3,80,61,40
Isaac Cｺsar,DL,IE3,79,86,36
Isaac Glass,DL,GO1 GO2 IE3,78,73,39
Isaac Goss,MC,IE1 IE2 IE3,75,69,58
Isabell Mish,MC,IE2 IE3,78,80,78
Isabelle Trick,MC,GO1 IE3,78,78,60
Isaiah Shutt,DL,IE1 IE2 IE3,75,72,45
Isami Kondo,DF,GO3,59,57,86
Ishida,DL,GO2,80,69,44
Ishindooo,DL,GO3,80,70,49
Ishmael Ahab,PR,GO1 GO2 GO3,30,32,81
Isla Pullens,PR,GO2 GO3 IE2 IE3,38,32,84
Isodoura Bouquet,DF,IE3,48,55,63
Isole Ucine,DF,GO3,56,59,75
Ivor Kernel,DL,GO1 GO2 GO3,77,67,41
Ivor Parrot,MC,IE1 IE2 IE3,74,64,56
Iwanu,PR,GO3,35,31,80
Iwaz,DL,GO3,81,77,47
Iyaa Zukku,DF,GO3,55,59,77
Izzy Island,DF,IE1 IE2 IE3,42,45,58
Izzy Island,MC,GO2,72,75,61
Izzy Jupiter,MC,IE3,71,78,71
Jabat,PR,GO3,34,29,78
"Jack ""Trades"" Tradesman",MC,GO2,68,80,64
Jack Alltrade,DF,GO2 GO3,54,64,82
Jack Balance,MC,GO2 GO3,66,68,54
Jack Frosty,DF,IE1 IE2 IE3,62,69,71
Jack Griddle,MC,IE2 IE3,75,72,64
Jack Knife,MC,GO2 GO3,70,74,62
Jack Lumbar,PR,IE1 IE2 IE3,35,34,77
Jack Mate,DF,IE1 IE2 IE3,60,65,73
Jack Nimble,DF,IE1 IE2 IE3,53,60,59
Jack O'Nonne,DL,GO2 GO3,77,60,40
Jack Pott,PR,IE1 IE2 IE3,34,35,73
Jack Skipper,PR,GO2 GO3,34,37,80
Jack Tradesman,DL,IE1 IE2 IE3,74,68,46
Jack Trumper,DL,IE1 IE2 IE3,65,71,34
Jack Wallside,DF,GO2 GO3 IE1 IE2 IE3,53,58,76
Jacko Lantern,MC,GO2 GO3,74,66,54
Jacko Lenton,DL,IE3,66,60,38
Jacky Lantern,PR,IE1 IE2 IE3,36,26,78
Jacob Grimley,DL,IE1 IE2 IE3,76,63,38
Jacqueline Rabbit,DL,GO2 GO3,70,64,36
Jacques Allemand,DF,IE3,61,55,75
Jacques Cinquini,DL,GO2 GO3,78,66,35
Jade Greene,DL,GO2 GO3,82,72,38
Jagur Meister,DL,GO2 GO3,70,58,42
Jak Hammerslam,DL,IE1 IE2 IE3,64,70,47
Jake Fana,DF,IE3,60,64,63
James Hearson,MC,IE2 IE3,59,62,46
James Strang,DL,IE2 IE3,68,67,46
Jamie Cool,MC,IE1 IE2 IE3,61,62,51
Jamila Wali,DF,IE3,50,66,76
Jan Jared,DF,GO2 GO3 IE2 IE3,50,53,68
Jan Oster,MC,IE3,75,81,62
Jan Suuparo,DL,GO3,77,64,44
Jane Ledbelly,DF,IE2 IE3,46,53,63
Janice Queen,MC,GO2 GO3,68,76,64
Janine Brook,PR,IE2 IE3,36,38,76
Janus,MC,GO2 GO3 IE2 IE3,78,79,59
Jared Dapplegrey,DF,GO2 GO3,54,54,73
Jarell Mangrove,DF,IE3,57,62,68
Jari Barasu,DL,GO3,77,70,35
Jarmon Fisk,DF,IE2 IE3,52,60,70
Jasmin Trier,DF,IE2 IE3,48,56,63
Jasmine Veile,DL,IE2 IE3,79,71,54
Jason Jones,DF,IE1 IE2 IE3,55,61,67
Jason Strike,DF,IE1 IE2 IE3,54,61,62
Jay Archer,DL,IE1 IE2 IE3,69,71,48
Jay Asher,DF,IE2 IE3,64,66,70
Jay Pan,PR,IE1 IE2 IE3,38,37,73
Jay Yuu,PR,GO2 GO3,30,30,80
Jaymes Randie,DF,GO3,54,62,74
Jazzy Hedgeer,DL,IE3,64,78,57
Jean Darc,DF,GO1 GO2 GO3,51,52,75
Jean Gutain,DF,IE3,56,60,70
Jean-Luc Janeway,DL,GO2 GO3,76,76,36
Jean-Luc Yesneway,DL,GO1,66,74,34
Jean-Pierre Lapin,DF,GO1,47,54,75
Jean-Pierre Lapin,PR,GO2,31,34,80
Jeanie Tanner,MC,IE3,58,62,45
Jebb Ettow,DL,IE1 IE2 IE3,74,71,43
Jeeves Dropper,MC,IE1 IE2 IE3,63,76,59
Jeff Iron,DF,GO1 IE1 IE2 IE3,59,66,73
Jeku Hydia,DF,GO3,53,62,78
Jem Paste,PR,IE1 IE2 IE3,32,36,74
"Jemima ""Jelly"" Ellison",MC,GO2 GO3,66,74,48
Jemima Ellison,MC,GO1,76,80,54
Jen DeRites,DL,IE3,62,58,28
Jen Erris,PR,IE3,37,32,80
Jen Miniver,MC,IE3,71,70,62
Jen Quibble,PR,IE1 IE2 IE3,34,36,79
Jenral Gaim,DF,GO1 GO2 GO3,53,61,81
Jens Hoffman,DL,IE3,78,85,47
Jeongsu Cho,PR,IE3,35,32,83
Jerry Bateman,DL,IE2 IE3,68,66,38
Jerry Fulton,DF,IE1 IE2 IE3,54,61,71
Jerry Onimo,MC,GO1 GO2 GO3,67,73,68
Jess Uplement,MC,IE1 IE2 IE3,69,68,46
Jess Winkles,DL,GO2 GO3 IE2 IE3,74,69,40
Jesse Spiller,DF,IE2 IE3,62,62,68
Jet Onyx,DF,GO1 GO2 GO3,50,57,75
Jetaime Horitara,PR,GO2 GO3,32,32,81
Jez Shell,MC,IE1 IE2 IE3,71,74,64
Jezebeth,MC,IE3,84,80,64
Ji Tenn,DL,GO2 GO3,76,69,39
Ji Tenn HyperDrive,DL,GO3,76,68,39
Ji-Hoon,MC,GO3,72,75,49
Jib Spinaker,DL,IE3,73,65,37
Jig Charleston,MC,IE1 IE2 IE3,75,80,63
Jim Bunner,PR,IE2 IE3,34,38,74
Jim Cook,DF,IE1 IE2 IE3,52,56,58
Jim Flareson,DL,IE3,70,85,41
Jim Hillfort,DF,IE1 IE2 IE3,57,64,66
Jim Landing,DF,IE3,58,68,76
Jim Lawrenson,DL,IE1 IE2 IE3,72,70,49
Jim Makegood,DL,IE1 IE2 IE3,65,69,45
Jim Nastick,DL,IE1 IE2 IE3,73,70,48
Jim Reed,DF,IE1 IE2 IE3,44,50,62
Jim Sweatman,PR,IE1 IE2 IE3,30,35,71
Jim Wraith,DF,GO1 GO2 GO3 IE1 IE2 IE3,56,60,72
Jimbo Cellar,PR,IE2 IE3,34,40,80
Jimi Gaines,DF,IE3,60,61,77
Jimmy Brim,DF,IE2 IE3,46,52,63
Jimmy Kyrk,DL,GO1 GO2 GO3,79,68,46
Jimmy Mach,DL,GO2 GO3 IE1 IE2 IE3,73,76,44
Jingo,DF,GO2 GO3,54,56,70
Jinpei Ashiga,DF,GO2 GO3,51,53,70
Jitokku,PR,GO3,35,33,79
Jo Rinsho,MC,GO3,77,86,64
Joachim Zooner,MC,IE3,85,83,73
Joaquine Downtown,DF,GO3 IE2 IE3,56,60,72
Joaquín Coronado,DF,GO1 GO2 GO3,48,60,69
Jody MacGough,DF,IE1 IE2 IE3,44,60,64
"Joe ""Meister X"" Bloggs",MC,GO2 GO3,74,88,64
Joe Bajie,MC,IE3,72,76,60
Joe Bloggs,MC,GO1,73,85,52
Joe Chugger,DF,IE2 IE3,60,71,75
Joe Dawes,DL,GO3 IE3,82,66,35
Joe Divide,DL,IE2 IE3,72,69,42
Joe Ingram,PR,IE1 IE2 IE3,29,35,81
Joe Java,MC,IE3,73,77,69
Joe Kenneddy,DL,IE2 IE3,74,77,50
Joe Lamkin,MC,IE1 IE2 IE3,69,74,58
Joe Leggit,MC,GO1 GO2 GO3,66,77,59
Joe Nalist,PR,IE1 IE2 IE3,38,30,78
Joe Poker,DL,IE2 IE3,72,76,40
Joe Rassock,PR,IE1 IE2 IE3,31,34,71
Joe Small,MC,IE1 IE2 IE3,58,70,73
Joe Stick,MC,IE1 IE2 IE3,66,74,49
Joe Straiter,PR,IE1 IE2 IE3,35,32,79
Johan Tassman,DL,GO2 GO3 IE1 IE2 IE3,77,73,37
Johann Storm,PR,GO1 GO3,33,38,80
John Baird,MC,IE1 IE2 IE3,71,73,68
John Bleach,DL,IE2 IE3,66,68,42
John Bloom,MC,IE1 IE2 IE3,75,84,69
John Coralli,PR,IE1 IE2 IE3,42,31,74
John Corder,DL,IE1 IE2 IE3,72,73,46
John Demi,DF,IE1 IE2 IE3,58,64,74
John Maggie,DF,IE1 IE2 IE3,67,65,76
John Neville,PR,IE1 IE2 IE3,45,35,85
John Reynolds,DL,IE1 IE2 IE3,76,70,41
Johnny Kato,DL,GO2 GO3,76,68,34
Jomon Doogu,DL,GO3,81,68,36
Jon Driedon,DL,IE1 IE2 IE3,62,69,48
Jon Gleur,DF,GO1 GO2 GO3,49,52,70
Jon Himmel,DL,GO1 GO2 GO3,77,73,39
Jon Izumo,DL,IE2 IE3,74,74,54
Jon Quill,DL,IE1 IE2 IE3,77,70,41
Jonah Spark,MC,IE2 IE3,74,80,66
Jonah Troutman,DL,IE1 IE2 IE3,68,71,37
Jonas Demetrius,DL,GO1 IE1 IE2 IE3,82,75,44
Jonas Polk,MC,IE3,81,82,66
Jonathan Luckyman,DL,GO3 IE2 IE3,78,74,46
Jonathan Seller,DL,IE1 IE2 IE3,71,64,36
Jonny Gascoigne,DF,IE3,57,70,78
Jonny Strutt,DL,IE1 IE2 IE3,63,63,41
Jools Iceberg,DL,IE1 IE2 IE3,68,67,37
Joon-Ho Ja,MC,IE3,72,72,65
Jor Braykur,DF,GO2 GO3,46,45,72
Jordan Greenway,MC,GO1 GO3 IE3,76,76,61
Jorge Ortega,PR,IE3,35,33,88
Joseph King,PR,GO1 GO2 GO3 IE1 IE2 IE3,36,36,81
Joseph Yosemite,DL,IE1 IE2 IE3,76,77,55
Josh Nathaniel,MC,IE1 IE2 IE3,79,83,74
Josh Rogan,MC,IE1 IE2 IE3,70,71,51
Josh Spear,DL,IE1 IE2 IE3,71,69,47
Joshua Bleak,DL,GO1 GO2 GO3,78,72,39
Joss Fool,MC,GO3,79,85,62
Joston Easton,DL,IE2 IE3,74,78,46
Josｺ Costa,DF,IE3,46,55,80
Joy Seeker,DL,IE3,66,60,32
Juan Avis,MC,GO1 GO3,76,80,68
Juan Espindola,PR,IE3,35,32,85
Juan Nadal,MC,IE3,60,88,54
Juan Word,PR,IE2 IE3,36,31,71
Juana de Arco,DF,GO2 GO3,56,64,76
Judas Deathcap,MC,IE3,61,75,54
Jude Ellery,MC,IE3,68,85,57
Jude Gordon,PR,GO3,32,32,80
Jude Osbourne,DF,GO1 GO2,54,66,72
Jude Sharp,MC,GO1 GO2 GO3 IE1 IE2 IE3,80,84,69
Judge Jury,MC,IE3,78,76,65
Judie,DL,GO3,77,66,42
Juleb,MC,GO3,79,88,67
Julia Blaze,MC,GO2,77,81,59
Julia Mason,PR,GO2 GO3 IE3,30,31,78
Julian Siezer,DL,IE1 IE2 IE3,62,55,42
Julien Rousseau,MC,GO1 GO2 GO3 IE3,76,80,62
Juliet,DL,GO2,79,72,34
Julieta,DL,GO3,78,71,32
Julio Acosta,DF,IE3,64,69,79
Julius Molehill,DF,IE1 IE2 IE3,57,59,62
Julius Vernon,PR,IE1 IE2 IE3,42,27,81
June Stagner,DF,IE2 IE3,56,60,68
Jung-Hoon Yi,MC,IE3,70,81,74
Junior Cage,DF,IE2 IE3,45,64,68
Junior Fardream,MC,IE2 IE3,76,74,70
Junior Gambit,MC,IE2 IE3,66,77,60
Jupiter Jumper,MC,IE1 IE2 IE3,72,77,63
Justice Gavel,DF,IE3,50,55,62
Justin Cush,PR,IE2 IE3,41,40,80
Justin Primm,PR,IE2 IE3,32,32,73
Jynx Jenkins,DF,GO1 GO2 GO3 IE3,54,61,76
Jyogu,PR,GO3,36,38,85
Jｺrﾅme Hervaud,DL,IE3,78,80,43
K'aran Uogu,MC,GO3,75,79,64
Ka,DL,GO2,83,76,41
Kaakapoo,DL,GO3,78,69,42
Kaburo Hayama,DL,GO2 GO3,77,70,37
Kagero,DF,GO3,52,58,78
Kahwack,PR,GO3,34,28,78
Kakgun,DL,GO3,77,67,39
Kakizoe Suzuna,DL,GO3,78,68,35
Kakui Ten,PR,GO2,33,26,82
Kal A-HHari,DL,GO3,80,74,38
"Kamei ""Kamere"" Reo",DF,GO3,52,56,68
Kamil Sadid,DF,GO3,43,56,72
Kanchu Ko,MC,GO2,77,79,69
Kandhul Lai,DL,GO2 IE3,76,66,37
Kankoodo Riganaaku,MC,GO3,77,80,48
Kanzashy Fuucho,PR,GO3,36,35,84
Kaolan Sagot,MC,GO3,75,75,53
Karab,DL,GO3,76,61,43
Karen Ripton,MC,IE3,76,80,62
Karl Blue,MC,IE1 IE2 IE3,61,64,46
Karl Kappa,PR,GO1 GO2 GO3 IE3,33,30,78
Kasim Bador,DL,GO3,79,73,44
Kate Later,DF,IE2 IE3,54,64,60
Kath Leaflin,DF,IE2 IE3,54,58,66
Katie Brown,MC,GO1 GO3 IE3,74,78,57
Katsu,DF,GO2 GO3,47,58,75
Katy Punter,DF,IE2 IE3,52,60,63
Katya,MC,GO2,77,86,67
Katya Felis,MC,GO3,76,85,67
"Kay ""KMC"" Emcee",DL,GO2 GO3,76,64,43
Kay Acker,DL,IE1 IE2 IE3,71,74,46
Kay Emcee,DL,GO1 IE3,73,65,38
Kay Gateley,DL,IE2 IE3,74,74,50
Kay Zirro,MC,GO2 GO3,68,76,60
Kaya Haskell,DL,IE2 IE3,76,64,48
Kayson,DF,IE2,64,69,70
Kayson Wattever,DF,IE3,62,67,72
Kazach,DF,GO2 GO3,54,60,76
Kazary,PR,GO3,32,33,80
Keane Gardner,DF,GO1 GO2 GO3,54,58,70
Keanu Dell,DL,IE1 IE2 IE3,67,71,39
Keeley Hall,MC,GO1 GO2 GO3,72,67,66
Keenan Brainard,MC,IE1 IE2 IE3,66,75,65
Keenan DiFortune,PR,IE3,36,36,73
Keenan Guru,DF,IE3,45,51,58
Keenan Mustard,DL,GO2 GO3,78,74,34
Keenan Sharpe,DF,GO3,51,60,82
Keifer Tiliser,DF,IE1 IE2 IE3,60,64,71
Keigo Tsunoda,MC,GO1,72,87,52
Keir Mudgeon,MC,GO1 GO2 GO3,69,77,57
Keith Ryan,MC,IE3,79,75,69
Keith Wellington,DF,GO1 GO2 GO3,55,58,71
Kelly Scrivens,MC,GO2 GO3 IE2 IE3,66,66,55
Ken Broad,MC,IE1 IE2 IE3,58,62,58
